,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,06-02-2020 12:11:47,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0884,56857,22365,1939,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
105,06-02-2020 12:11:47,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0973,60015,23608,2046,950,,,,,,,,,,Hybrid Skunk! 50 gr
106,06-02-2020 12:11:47,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2047,126348,49700,4308,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
107,06-02-2020 12:11:47,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1843,113714,44730,3877,1800,,,,,,,,,,Hybrid Skunk! 100 gr
108,06-02-2020 12:11:47,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2559,157936,62125,5385,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
109,06-02-2020 12:11:47,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.04,27165,10686,926,430,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
110,06-02-2020 12:11:47,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4709,290601,114310,9908,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
111,06-02-2020 12:11:47,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7678,473807,186375,16155,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
112,06-02-2020 12:11:47,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8702,536981,211225,18309,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
113,06-02-2020 12:11:47,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0186,12635,4970,431,200,,,,,,,,,,KURYER..500RUB.+BONUS
114,06-02-2020 12:11:47,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0186,12635,4970,431,200,,,,,,,,,,Trebuetsja Kur'er
115,06-02-2020 12:11:47,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0205,12635,4970,431,200,,,,,,,,,,Trebuetsja sotrudnik
116,06-02-2020 12:11:47,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0205,12635,4970,431,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
117,06-02-2020 12:11:47,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0256,15794,6213,539,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
118,06-02-2020 12:11:47,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5496,947613,372750,32310,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
119,06-02-2020 12:13:04,Batumi,XHR,420Factory,Power Africa 1g,,2,нет,Батуми,1 гр,0.0046,3159,1243,108,50,,,,,,,True,,,Power Africa 1g
120,06-02-2020 12:13:04,Batumi,XHR,420Factory,Power Africa 2g,,1,нет,Батуми,2 гр,0.0079,5370,2112,183,85,,,,,,,,True,,Power Africa 2g
121,06-02-2020 12:13:04,Batumi,2PSS,DonDRAKON,speedi+ 2g,,2,нет,Батуми,2 гр,0.0083,5686,2237,194,90,,,,,,,True,,,speedi+ 2g
122,06-02-2020 12:13:04,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OGKZ, 2г",,1,нет,Батуми,2 гр,0.0102,6254,2460,213,99,,,,,,,,True,,"Shishki / weeds OGKZ, 2g"
123,06-02-2020 12:13:04,Batumi,2PSS,DonDRAKON,"Combo: bruce lee, wembley, speedi+ (3g)",,4,нет,Батуми,3 гр,0.0139,9476,3728,323,150,,,,,,,True,,,"Combo: bruce lee, wembley, speedi+ (3g)"
124,06-02-2020 12:13:04,Batumi,SM7B,SWEETWEED,Гашиш Евро 4гр,,1,нет,Батуми,4 гр,0.02,12635,4970,431,200,,,,,,,True,,,Gashish Evro 4gr
125,06-02-2020 12:13:04,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,5,10,Батуми,0.27 гр,0.0234,14341,5641,489,227,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
126,06-02-2020 12:13:04,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,3,19,Батуми,5 гр,0.0185,12635,4970,431,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
127,06-02-2020 12:13:04,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0969,60015,23608,2046,950,,,,,,,True,,,Hybrid Skunk! 50 gr
128,06-02-2020 12:13:04,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1836,113714,44730,3877,1800,,,,,,,True,,,Hybrid Skunk! 100 gr
129,06-02-2020 12:13:04,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.309,189523,74550,6462,3000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
130,06-02-2020 12:13:04,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2575,157936,62125,5385,2500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
131,06-02-2020 12:13:04,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0103,6317,2485,215,100,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
132,06-02-2020 12:13:04,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3159,1243,108,50,,,,,,,True,,,kur'er v Batumi
133,06-02-2020 12:13:04,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3159,1243,108,50,,,,,,,True,,,Vakansija Kur'era v Batumi
134,06-02-2020 12:13:04,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0073,5000,2301,171,,,,,,,,True,,,Vakansija Kur'era v Batumi
135,06-02-2020 12:13:04,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0232,15794,6213,539,250,,,,,,,True,,,Ischu kur'era v Gruzii!
136,06-02-2020 12:13:04,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5436,947613,372750,32310,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
137,06-02-2020 12:13:04,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.051,31587,12425,1077,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
138,06-02-2020 12:14:30,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed OG Kush, (удобные клады в подъездах в центре) 1гр.",,нет,3,Кутаиси,1 гр,0.0038,2337,919,80,37,,,,,,,,,True,"Shishki/weed OG Kush, (udobnye klady v pod'ezdah v tsentre) 1gr."
139,06-02-2020 12:14:30,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 3g",,нет,3,Кутаиси,3 гр,0.0108,6633,2609,226,105,,,,,,,,,True,"Shishki/Weeds OG Kush, 3g"
140,06-02-2020 12:14:30,Kutaisi,O9SXJ,Parnavaz,"Шишки/Weeds OG Kush, 5g",,нет,3,Кутаиси,5 гр,0.0165,10108,3976,345,160,,,,,,,,,True,"Shishki/Weeds OG Kush, 5g"
141,06-02-2020 12:14:30,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0103,6317,2485,215,100,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
