,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
0,20-07-2020 13:04:59,Tbilisi,9Y6T,WeedShop,0.5г Northen Light,True,8,нет,Тбилиси,0.5 гр,0.0033,2223,859,74,31,,,,,,,,,,0.5g Northen Light
1,20-07-2020 13:04:59,Tbilisi,6P9R,RickNMorty,New !!! VHQ Ketamine Imported!! New!!! 0.5G,,5,нет,Тбилиси,0.5 гр,0.0114,7745,2993,259,108,True,,,,,,,,,New !!! VHQ Ketamine Imported!! New!!! 0.5G
2,20-07-2020 13:04:59,Tbilisi,UZRVH,ZEBRAWEED,Шишки в состоянии киффа!! 0.5g,,1,нет,Тбилиси,0.5 гр,0.0028,2080,804,70,29,True,,,,,,,,,Shishki v sostojanii kiffa!! 0.5g
3,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,2,нет,Тбилиси,1 гр,0.0063,4303,1663,144,60,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
4,20-07-2020 13:04:59,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,10,нет,Тбилиси,1 гр,0.0063,4303,1663,144,60,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
5,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,2,нет,Тбилиси,1 гр,0.0058,3944,1524,132,55,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
6,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,3,нет,Тбилиси,1 гр,0.0062,4231,1635,142,59,,,,,,,,,,1 gr super lemon haze probnik
7,20-07-2020 13:04:59,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,1 гр,0.0063,4303,1663,144,60,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
8,20-07-2020 13:04:59,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,3,нет,Тбилиси,1 гр,0.0062,4231,1635,142,59,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
9,20-07-2020 13:04:59,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,5,нет,Тбилиси,1 гр,0.0063,4303,1663,144,60,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
10,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,True,2,нет,Тбилиси,1 гр,0.0063,4303,1663,144,60,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
11,20-07-2020 13:04:59,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,1,нет,Тбилиси,1 гр,0.0061,4159,1607,139,58,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
12,20-07-2020 13:04:59,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,1,нет,Тбилиси,1 гр,0.0073,4901,1905,164,,,60,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
13,20-07-2020 13:04:59,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,7,нет,Тбилиси,2 гр,0.0126,8606,3325,288,120,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
14,20-07-2020 13:04:59,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,True,3,нет,Тбилиси,2 гр,0.0116,7889,3048,264,110,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
15,20-07-2020 13:04:59,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,7,нет,Тбилиси,3 гр,0.0058,3944,1524,132,55,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
16,20-07-2020 13:04:59,Tbilisi,LGRP8,Walker12,Badazz Kush 3G VHQ 25% THC,,3,нет,Тбилиси,3 гр,0.0137,9323,3602,312,130,True,,,,,,,,,Badazz Kush 3G VHQ 25% THC
17,20-07-2020 13:04:59,Tbilisi,9R7SU,ClownBaroN,Red Cherry 4.2G 27%THC *VHQ* FROM EUROPE,True,2,нет,Тбилиси,4.2 гр,0.0211,14343,5542,480,200,,,,,,,,,,Red Cherry 4.2G 27%THC *VHQ* FROM EUROPE
18,20-07-2020 13:04:59,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,1,нет,Тбилиси,5 гр,0.0274,18646,7205,624,260,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
19,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,1,нет,Тбилиси,5 гр,0.0295,20080,7759,672,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
20,20-07-2020 13:04:59,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,5 гр,0.0285,19363,7482,648,270,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
21,20-07-2020 13:04:59,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,1,нет,Тбилиси,5 гр,0.0187,13984,5403,468,195,,,,,,,,,,5g. marihuana shishki Critical
22,20-07-2020 13:04:59,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.046,32271,12470,1080,450,,,,,,,,,,Gashish Evro 10gr
23,20-07-2020 13:04:59,Tbilisi,3TGJ9,Elegant,12g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0316,23666,9144,792,330,,,,,,,,,,12g. marihuana shishki Critical
24,20-07-2020 13:04:59,Tbilisi,2LY77,SveetWeed,25 GGAMM NEW BEASTWEED,True,1,нет,Тбилиси,25 гр,0.035,26176,10114,876,365,,,,,,,,,,25 GGAMM NEW BEASTWEED
25,20-07-2020 13:04:59,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2127,143428,55420,4799,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
26,20-07-2020 13:04:59,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.0375,25321,9843,847,,,310,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
27,20-07-2020 13:04:59,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 4грам,True,нет,10,Тбилиси,4 гр,0.0062,4661,1801,156,65,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
28,20-07-2020 13:04:59,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0263,17928,6928,600,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
29,20-07-2020 13:04:59,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,2,Тбилиси,5 гр,0.058,39443,15241,1320,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,1,6,Тбилиси,5 гр,0.0285,19363,7482,648,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
31,20-07-2020 13:04:59,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.029,19721,7620,660,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
32,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,1,4,Тбилиси,5 гр,0.0253,17211,6650,576,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
33,20-07-2020 13:04:59,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0295,20080,7759,672,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
34,20-07-2020 13:04:59,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0285,19363,7482,648,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
35,20-07-2020 13:06:15,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.021,15705,6068,525,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
36,20-07-2020 13:06:15,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,9,Тбилиси,5 гр,0.0248,16853,6512,564,235,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
37,20-07-2020 13:06:15,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0285,19363,7482,648,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
38,20-07-2020 13:06:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2539,190000,87429,6356,,,,,,,,,,,reagent 25i nbome. 5gr
39,20-07-2020 13:06:15,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2875,215142,83130,7198,3000,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,20-07-2020 13:06:15,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,True,нет,2,Тбилиси,5 гр,0.0264,17928,6928,600,250,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
41,20-07-2020 13:06:15,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,5 гр,0.0242,16336,6350,546,,,200,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
