,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,04-03-2020 18:33:09,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,7,нет,Тбилиси,0.5 гр,0.011,6542,2475,221,99,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
1,04-03-2020 18:33:09,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,1,нет,Тбилиси,0.8 гр,0.0165,9912,3750,335,150,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
2,04-03-2020 18:33:09,Tbilisi,0WE,Khachapuri,1 g Ketamine / 1 гр Кетамин (скидка в биткоин),True,1,нет,Тбилиси,1 гр,0.0079,4956,1875,168,75,,,,,,,,1 g Ketamine / 1 gr Ketamin (skidka v bitkoin)
3,04-03-2020 18:33:09,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,1 гр,0.0106,6636,2507,224,,90,,,,,,,1gr mdma (skidka v bitkoin 5%)
4,04-03-2020 18:33:09,Tbilisi,03F3,geoshop,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1 гр,0.0088,5286,2000,179,80,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
5,04-03-2020 18:33:09,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0899,59471,22500,2012,900,,,,,,,,Metadon 1gr
6,04-03-2020 18:33:09,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 1гр.,True,1,нет,Тбилиси,1 гр,0.0605,40000,18406,1347,,,,,,,,,reagent 25i nbome. 1gr.
7,04-03-2020 18:33:09,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1.2 гр,0.0132,7929,3000,268,120,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
8,04-03-2020 18:33:09,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,1,нет,Тбилиси,2 гр,0.0099,5947,2250,201,90,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
9,04-03-2020 18:33:09,Tbilisi,0WE,Khachapuri,2 g Ketamine / 2 гр Кетамин (скидка в биткоин),True,2,нет,Тбилиси,2 гр,0.0158,9912,3750,335,150,,,,,,,,2 g Ketamine / 2 gr Ketamin (skidka v bitkoin)
10,04-03-2020 18:33:09,Tbilisi,0WE,Khachapuri,2 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,2 гр,0.02,12535,4736,423,,170,,,,,,,2 gr mdma (skidka v bitkoin 5%)
11,04-03-2020 18:33:09,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0294,18434,6965,622,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
12,04-03-2020 18:33:09,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.011,6542,2475,221,99,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
13,04-03-2020 18:33:09,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0471,29495,11144,995,,400,,,,,,,5 gr mdma (skidka v bitkoin 5%)
14,04-03-2020 18:33:09,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0401,24119,9125,816,365,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
15,04-03-2020 18:33:09,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,10 гр,0.0099,6542,2475,221,99,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
16,04-03-2020 18:33:09,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0422,26431,10000,894,400,,,,,,,,gashish evro 10g
17,04-03-2020 18:33:09,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.082,51343,19425,1737,777,,,,,,,,Gashish Evro 20gr
18,04-03-2020 18:33:09,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.03,17841,6750,604,270,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
19,04-03-2020 18:33:09,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,4,Тбилиси,0.35 гр,0.0333,19824,7500,671,300,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
20,04-03-2020 18:33:09,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.0722,42951,16250,1453,650,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
21,04-03-2020 18:33:09,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0184,11035,4175,373,167,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
22,04-03-2020 18:33:09,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,3,Тбилиси,2 гр,0.0182,12167,4597,410,,165,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
23,04-03-2020 18:33:09,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!! (ПОДЪЕЗД!!!),True,нет,1,Тбилиси,2 гр,0.039,23458,8875,794,355,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!! (POD'EZD!!!)
24,04-03-2020 18:33:09,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0655,38986,14750,1319,590,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
25,04-03-2020 18:33:09,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,1,Тбилиси,3 гр,0.0189,12489,4725,422,189,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
26,04-03-2020 18:33:09,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.044,26431,10000,894,400,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
27,04-03-2020 18:33:09,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0605,36343,13750,1229,550,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
28,04-03-2020 18:33:09,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0264,15859,6000,536,240,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
29,04-03-2020 18:33:09,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0275,16520,6250,559,250,,,,,,,,5 gr Shishki “OG KUSH VHQ”
30,04-03-2020 18:33:09,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0275,16520,6250,559,250,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
31,04-03-2020 18:33:09,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0275,16520,6250,559,250,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,04-03-2020 18:33:09,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0219,13150,4975,445,199,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
33,04-03-2020 18:33:09,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0275,16520,6250,559,250,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
34,04-03-2020 18:33:09,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0219,14471,5475,490,219,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
35,04-03-2020 18:33:09,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0333,19824,7500,671,300,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
36,04-03-2020 18:34:07,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0333,19824,7500,671,300,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
37,04-03-2020 18:34:07,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g BTC SALE 5%(ПОДЪЕЗД!!!),True,нет,2,Тбилиси,5 гр,0.0434,26101,9875,883,395,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(POD'EZD!!!)
38,04-03-2020 18:34:07,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0275,16520,6250,559,250,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
39,04-03-2020 18:34:07,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.02,13216,5000,447,200,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
40,04-03-2020 18:34:07,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2872,190000,87429,6398,,,,,,,,,reagent 25i nbome. 5gr
41,04-03-2020 18:34:07,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2996,198235,75000,6706,3000,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0953,56761,21475,1920,859,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
43,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0205,12225,4625,414,185,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
44,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0543,32312,12225,1093,489,,,,,,,,💘✨5g. MDMA ✨💘
45,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,1,5,Тбилиси,5 гр,0.0365,21740,8225,735,329,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
46,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.02,11894,4500,402,180,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
47,04-03-2020 18:34:07,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0989,59471,22500,2012,900,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,04-03-2020 18:34:07,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0769,46255,17500,1565,700,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,04-03-2020 18:34:07,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0438,26365,9975,892,399,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,04-03-2020 18:34:07,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0388,23127,8750,782,350,,,,,,,,10x Extasy Duracell 223mg MDMA.
51,04-03-2020 18:34:07,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0879,52863,20000,1788,800,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,04-03-2020 18:34:07,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2445,147024,55625,4974,2225,,,,,,,,Amfetamin [White] [Import] 10G
53,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1608,95748,36225,3239,1449,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0409,24383,9225,825,369,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0332,19757,7475,668,299,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,04-03-2020 18:34:07,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0777,46255,17500,1565,700,,,,,,,,20x Extasy Duracell 223mg MDMA.
57,04-03-2020 18:34:07,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0665,39581,14975,1339,599,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
58,04-03-2020 18:34:07,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0738,46255,17500,1565,700,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
59,04-03-2020 18:34:07,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1199,79294,30000,2682,1200,,,,,,,,50 gr 23% THC Amnesia Haze top quality
60,04-03-2020 18:34:07,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1053,66012,24975,2233,999,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
61,04-03-2020 18:34:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2197,132157,50000,4471,2000,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
62,04-03-2020 18:34:07,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2219,132157,50000,4471,2000,,,,,,,,SUBOXIN - HQ - 100 G.
63,04-03-2020 18:34:07,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2747,165196,62500,5588,2500,,,,,,,,Marihuana [Shishki] [Gali] 100G
64,04-03-2020 18:34:07,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1665,99118,37500,3353,1500,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
65,04-03-2020 18:34:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5054,303961,115000,10282,4600,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
66,04-03-2020 18:34:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.824,495588,187500,16765,7500,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
67,04-03-2020 18:34:07,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9339,561666,212500,19000,8500,,,,,,,,10000sht marki 25i-nbome. predoplata
68,04-03-2020 18:34:07,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.02,13216,5000,447,200,,,,,,,,KURYER..500RUB.+BONUS
69,04-03-2020 18:34:07,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.02,13216,5000,447,200,,,,,,,,Trebuetsja Kur'er
70,04-03-2020 18:34:47,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6648,991176,375000,33530,15000,,,,,,,,Vakansija optovogo kur'era na mef
71,04-03-2020 18:36:28,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.165,99118,37500,3353,1500,,,,,True,,,Skunk! 50 gr.
72,04-03-2020 18:36:28,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.03,17841,6750,604,270,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
73,04-03-2020 18:36:28,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.02,13216,5000,447,200,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
