,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
34,34,23-03-2020 23:51:17,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0395,21595,7543,683,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
35,35,23-03-2020 23:51:48,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0395,21595,7543,683,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
36,36,23-03-2020 23:51:48,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0133,8007,2797,253,99.0,,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
37,37,23-03-2020 23:51:48,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0568,32353,11300,1024,400.0,,,,,,,,,,,gashish evro 10g
38,38,23-03-2020 23:51:48,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.26899999999999996,161763,56500,5118,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
39,39,23-03-2020 23:51:48,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,23,5,Тбилиси,0.27 гр,0.0374,20220,7063,640,250.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
40,40,23-03-2020 23:51:48,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0448,24264,8475,768,300.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
41,41,23-03-2020 23:51:48,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,2,Тбилиси,0.75 гр,0.0547,29926,10453,947,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
42,42,23-03-2020 23:51:48,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1046,56617,19775,1791,700.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
43,43,23-03-2020 23:51:48,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0299,16176,5650,512,200.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
44,44,23-03-2020 23:51:48,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0551,29845,10424,944,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
45,45,23-03-2020 23:51:48,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0882,47720,16668,1510,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
46,46,23-03-2020 23:51:48,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0281,16904,5904,535,209.0,,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
47,47,23-03-2020 23:51:48,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0592,32353,11300,1024,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,48,23-03-2020 23:51:48,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0268,16095,5622,509,199.0,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
49,49,23-03-2020 23:51:48,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0814,44485,15538,1408,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,50,23-03-2020 23:51:48,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,51,23-03-2020 23:51:48,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,52,23-03-2020 23:51:48,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,53,23-03-2020 23:51:48,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,54,23-03-2020 23:51:48,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
55,55,23-03-2020 23:51:48,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
56,56,23-03-2020 23:51:48,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0295,17713,6187,560,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
57,57,23-03-2020 23:51:48,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0448,24264,8475,768,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
58,58,23-03-2020 23:51:48,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0294,16095,5622,509,199.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
59,59,23-03-2020 23:51:48,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0269,16176,5650,512,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
60,60,23-03-2020 23:51:48,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3159,190000,87429,6224,,,,,,,,,,,,reagent 25i nbome. 5gr
61,61,23-03-2020 23:51:48,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4034,242645,84750,7677,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
62,62,23-03-2020 23:51:48,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1298,70286,24549,2224,869.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
63,63,23-03-2020 23:51:48,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,6,Тбилиси,5 гр,0.0284,15367,5368,486,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
64,64,23-03-2020 23:51:48,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0731,39551,13814,1251,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
65,65,23-03-2020 23:51:48,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0506,27419,9577,868,339.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
66,66,23-03-2020 23:51:48,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0282,15287,5339,484,189.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
67,67,23-03-2020 23:52:10,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1331,72793,25425,2303,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
68,68,23-03-2020 23:52:10,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1035,56617,19775,1791,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
69,69,23-03-2020 23:52:10,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0473,25882,9040,819,320.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
70,70,23-03-2020 23:52:10,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0523,28309,9888,896,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
71,71,23-03-2020 23:52:10,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1183,64705,22600,2047,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,72,23-03-2020 23:52:10,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3291,179961,62856,5694,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
73,73,23-03-2020 23:52:10,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2165,117197,40934,3708,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
74,74,23-03-2020 23:52:10,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0551,29845,10424,944,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
75,75,23-03-2020 23:52:10,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0447,24184,8447,765,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
76,76,23-03-2020 23:52:10,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0895,48448,16922,1533,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
77,77,23-03-2020 23:52:10,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1614,97058,33900,3071,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
78,78,23-03-2020 23:52:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2959,161763,56500,5118,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,79,23-03-2020 23:52:10,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2988,161763,56500,5118,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
80,80,23-03-2020 23:52:10,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3698,202204,70625,6398,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,81,23-03-2020 23:52:10,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2241,121322,42375,3839,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,82,23-03-2020 23:52:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6805,372055,129950,11772,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
83,83,23-03-2020 23:52:10,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1094,606611,211875,19193,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
84,84,23-03-2020 23:52:10,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2574,687493,240125,21752,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
85,85,23-03-2020 23:52:10,Tbilisi,3dfbaadc63,SUPER WEED !!!,True,1,нет,Тбилиси,0.2 гр,0.0003,150,69,5,,,,,,,,,,,,SUPER WEED !!!
86,86,23-03-2020 23:52:10,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0269,16176,5650,512,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
87,87,23-03-2020 23:52:10,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0269,16176,5650,512,200.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
88,88,23-03-2020 23:52:10,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0202,12132,4238,384,150.0,,,,,,,,,,,Rabota na marki (kur'er)
89,89,23-03-2020 23:52:10,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0296,16176,5650,512,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,90,23-03-2020 23:52:10,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.037000000000000005,20220,7063,640,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,91,23-03-2020 23:52:10,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2391,1213223,423750,38387,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,23-03-2020 23:53:54,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,1,нет,Батуми,0.5 гр,0.0107,6471,2260,205,80.0,,,,,,,,True,,,MEPHEDRONE 0.5 gr
93,93,23-03-2020 23:53:54,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0403,24264,8475,768,300.0,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
94,94,23-03-2020 23:53:54,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,17,нет,Батуми,1 гр,0.0255,15367,5368,486,190.0,,,,,,,,,True,,NZT-52 limited 1 g muka
95,95,23-03-2020 23:53:54,Batumi,c72111ac1a,NZT-52 limited 2г мука,,7,нет,Батуми,2 гр,0.0457,27500,9605,870,340.0,,,,,,,,,True,,NZT-52 limited 2g muka
96,96,23-03-2020 23:53:54,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,3,нет,Батуми,2 гр,0.0148,8088,2825,256,100.0,,,,,,,,True,,,Super Critical HIGHEST QUALITY 2G
97,97,23-03-2020 23:53:54,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3251,177939,62150,5630,2200.0,,,,,,,,,True,,[100g] SPAIN HASH
98,98,23-03-2020 23:53:54,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,2,Батуми,0.3 гр,0.0403,21838,7628,691,270.0,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
99,99,23-03-2020 23:53:54,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0269,16176,5650,512,200.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
100,100,23-03-2020 23:53:54,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2985,161763,56500,5118,2000.0,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
101,101,23-03-2020 23:53:54,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2239,121322,42375,3839,1500.0,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
102,102,23-03-2020 23:53:54,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0134,8088,2825,256,100.0,,,,,,,,,True,,kur'er v Batumi
103,103,23-03-2020 23:53:54,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0336,20220,7063,640,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
104,104,23-03-2020 23:53:54,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0202,12132,4238,384,150.0,,,,,,,,,True,,Rabota na marki (kur'er)
105,105,23-03-2020 23:53:54,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0336,20220,7063,640,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
