,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,29-02-2020 13:26:46,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0164,10049,3705,336,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
1,29-02-2020 13:26:46,Tbilisi,ABOAB,ProGrow,1G -- ФОТО РАБОТАЕТ -> Sativa,,19,нет,Тбилиси,1 гр,0.0042,2613,963,87,39,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
2,29-02-2020 13:26:46,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,1,нет,Тбилиси,1 гр,0.0044,2680,988,90,40,,,,,,,,,"LSD - 250 ug, 1piece"
3,29-02-2020 13:26:46,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,2 гр,0.0398,24117,8892,806,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
4,29-02-2020 13:26:46,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0347,21437,7904,717,320,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
5,29-02-2020 13:26:46,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,2,нет,Тбилиси,2 гр,0.0382,23380,8620,781,349,,True,,,,,,,Kokain KOLUMBIA 2g
6,29-02-2020 13:26:46,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0176,10652,3927,356,159,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
7,29-02-2020 13:26:46,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0171,10384,3829,347,155,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
8,29-02-2020 13:26:46,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.094,56942,20995,1903,850,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
9,29-02-2020 13:26:46,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,2,нет,Тбилиси,5 гр,0.0166,10049,3705,336,150,,,,,,,,,"LSD - 250 ug, 5 pieces"
10,29-02-2020 13:26:46,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,5,нет,Тбилиси,5 гр,0.0176,10652,3927,356,159,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
11,29-02-2020 13:26:46,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,3,нет,Тбилиси,5 гр,0.017,10317,3804,345,154,,,,,,,,,NEW !!! 5G White Widow !!! NEW
12,29-02-2020 13:26:46,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0332,20097,7410,672,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
13,29-02-2020 13:26:46,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,1,нет,Тбилиси,10 гр,0.0252,16078,5928,537,240,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
14,29-02-2020 13:26:46,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.042,26796,9880,896,400,,,,,,,,,gashish evro 10g
15,29-02-2020 13:26:46,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,1,нет,Тбилиси,10 гр,0.0095,6364,2347,213,95,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
