,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Old Tbilisi (Старый город),Saburtalo,Didube,Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
11,16-07-2020 10:17:17,Tbilisi,QVK5,Galiak,Gorilla Glue 1G Super strong weed LIMITED,,1,нет,Тбилиси,1 гр,0.0063,4248,1641,144,,,60,True,,,,,,,,,Gorilla Glue 1G Super strong weed LIMITED
12,16-07-2020 10:17:17,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,,3,нет,Тбилиси,1 гр,0.0072,4850,1870,165,60,True,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
13,16-07-2020 10:17:17,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,4,нет,Тбилиси,2 гр,0.0104,7009,2708,238,,,99,,True,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
14,16-07-2020 10:17:17,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,,4,нет,Тбилиси,2 гр,0.0114,7717,2981,262,,True,109,,,,,,,,,,2 G Hybrid Marijuana Buds
15,16-07-2020 10:17:17,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,,8,нет,Тбилиси,2 гр,0.0126,8496,3282,288,,True,120,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
16,16-07-2020 10:17:17,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,1,нет,Тбилиси,2 гр,0.0126,8496,3282,288,,True,120,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
17,16-07-2020 10:17:17,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,,3,нет,Тбилиси,2 гр,0.0115,7788,3009,264,,True,110,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
18,16-07-2020 10:17:17,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,3,нет,Тбилиси,2 гр,0.0126,8496,3282,288,,True,120,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
19,16-07-2020 10:17:17,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,3,нет,Тбилиси,2 гр,0.0105,7080,2735,240,,True,100,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
20,16-07-2020 10:17:17,Tbilisi,3Y9,HIGHTHC,2 г Skunk #1 марихуана шишки тгк 29% VHQ,,1,нет,Тбилиси,2 гр,0.0105,7080,2735,240,,True,100,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
21,16-07-2020 10:17:17,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",True,7,нет,Тбилиси,2 гр,0.0105,7788,3009,264,,,110,,,True,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
22,16-07-2020 10:17:17,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,,3,нет,Тбилиси,2 гр,0.0126,8496,3282,288,,True,120,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
23,16-07-2020 10:17:17,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 2gram,,1,нет,Тбилиси,2 гр,0.009,6726,2598,228,,True,95,,,,,,,,,,Northern Lights Regular [budsonly] 2gram
24,16-07-2020 10:17:17,Tbilisi,9R7SU,ClownBaroN,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE,,1,нет,Тбилиси,2.2 гр,0.0112,7576,2926,257,,,107,,True,,,,,,,,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE
25,16-07-2020 10:17:17,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,,1,нет,Тбилиси,3 гр,0.0124,9204,3556,312,,True,130,,,,,,,,,,3g. marihuana shishki Critical
26,16-07-2020 10:17:17,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,32,нет,Тбилиси,3 гр,0.0058,3894,1504,132,,True,55,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
27,16-07-2020 10:17:17,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,2,нет,Тбилиси,5 гр,0.0272,18408,7111,624,,True,260,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
28,16-07-2020 10:17:17,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,2,нет,Тбилиси,5 гр,0.0293,19824,7658,672,,True,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
29,16-07-2020 10:17:17,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,2,нет,Тбилиси,5 гр,0.0283,19116,7385,648,,True,270,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
30,16-07-2020 10:17:18,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,2,нет,Тбилиси,5 гр,0.0186,13806,5333,468,,True,195,,,,,,,,,,5g. marihuana shishki Critical
31,16-07-2020 10:17:18,Tbilisi,7U9YP,ChitosPizz,Гашиш Твердый 5гр,,1,нет,Тбилиси,5 гр,0.0181,13452,5197,456,,True,190,,,,,,,,,,Gashish Tverdyj 5gr
32,16-07-2020 10:17:18,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,9,нет,Тбилиси,5 гр,0.0052,3894,1504,132,,True,55,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
33,16-07-2020 10:17:18,Tbilisi,43MUT,Canartvelo,"Трим и низовые шишки, 5 г Trichome trim 5 g",,3,нет,Тбилиси,5 гр,0.0042,2832,1094,96,,True,40,,,,,,,,,,"Trim i nizovye shishki, 5 g Trichome trim 5 g"
34,16-07-2020 10:17:18,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,2,нет,Тбилиси,10 гр,0.0457,31860,12308,1081,,True,450,,,,,,,,,,Gashish Evro 10gr
35,16-07-2020 10:18:00,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2112,141600,54700,4803,,True,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
36,16-07-2020 10:18:00,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0374,25060,9660,851,310,True,,,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
37,16-07-2020 10:18:00,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,,нет,10,Тбилиси,2 гр,0.023,15576,6017,528,,True,220,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
38,16-07-2020 10:18:00,Tbilisi,7U9YP,ChitosPizz,Кристаллы Синие мощные 3гр,,нет,1,Тбилиси,3 гр,0.0628,46728,18051,1585,,True,660,,,,,,,,,,Kristally Sinie moschnye 3gr
39,16-07-2020 10:18:00,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 4грам,,нет,10,Тбилиси,4 гр,0.0062,4602,1778,156,,True,65,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
40,16-07-2020 10:18:00,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0262,17700,6838,600,,True,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
41,16-07-2020 10:18:00,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,4,Тбилиси,5 гр,0.0576,38940,15043,1321,,True,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
42,16-07-2020 10:18:00,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,2,6,Тбилиси,5 гр,0.0283,19116,7385,648,,True,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
43,16-07-2020 10:18:00,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0288,19470,7521,660,,True,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
44,16-07-2020 10:18:00,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.0251,16992,6564,576,,True,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
45,16-07-2020 10:18:00,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0293,19824,7658,672,,True,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,16-07-2020 10:18:00,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0283,19116,7385,648,,True,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
47,16-07-2020 10:18:00,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0208,15505,5990,526,,True,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
48,16-07-2020 10:18:00,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0283,19116,7385,648,,True,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
49,16-07-2020 10:18:00,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2553,190000,87429,6445,,True,,,,,,,,,,,reagent 25i nbome. 5gr
50,16-07-2020 10:18:00,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2854,212399,82050,7205,,,3000,True,,,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
51,16-07-2020 10:18:00,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,,нет,5,Тбилиси,5 гр,0.0523,35400,13675,1201,,True,500,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
52,16-07-2020 10:18:00,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,3,Тбилиси,5 гр,0.0241,16168,6232,549,200,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
53,16-07-2020 10:18:00,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0942,63720,24615,2161,,True,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,16-07-2020 10:18:00,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0576,38940,15043,1321,,True,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
55,16-07-2020 10:18:00,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0733,49560,19145,1681,,True,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
56,16-07-2020 10:18:00,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.044,29736,11487,1009,,True,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
57,16-07-2020 10:18:00,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0837,56640,21880,1921,,True,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
58,16-07-2020 10:18:00,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,,нет,10,Тбилиси,10 гр,0.0362,26904,10393,913,,True,380,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
59,16-07-2020 10:18:00,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2328,157530,60854,5344,,True,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
60,16-07-2020 10:18:00,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0531,35569,13710,1208,440,True,,,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
61,16-07-2020 10:18:00,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.047,31527,12152,1070,390,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
62,16-07-2020 10:18:00,Tbilisi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Тбилиси,11 гр,0.0481,32255,12433,1095,399,True,,,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
63,16-07-2020 10:18:00,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0618,46020,17778,1561,,True,650,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
64,16-07-2020 10:18:00,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2512,169920,65640,5764,,True,2400,,,,,,,,,,100 gr marijuana buds
65,16-07-2020 10:18:00,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2616,177000,68375,6004,,True,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,16-07-2020 10:18:00,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6174,417719,161365,14169,,True,5900,,,,,,,,,,180 gr marihuana persoalno
67,16-07-2020 10:18:00,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8895,601798,232475,20414,,True,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,16-07-2020 10:18:00,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.019,14160,5470,480,,True,200,,,,,,,,,,KURYER..500RUB.+BONUS
69,16-07-2020 10:19:04,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0262,17700,6838,600,,True,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
70,16-07-2020 10:19:04,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0209,14160,5470,480,,True,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
71,16-07-2020 10:19:04,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0262,17700,6838,600,,True,250,,,,,,,,,,Rabota na marki (kur'er)
72,16-07-2020 10:19:04,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0523,35400,13675,1201,,True,500,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
73,16-07-2020 10:19:04,Tbilisi,X4ZM,ZYX,Работа курьером,,нет,1,Тбилиси,10 гр,0.0209,14160,5470,480,,True,200,,,,,,,,,,Rabota kur'erom
74,16-07-2020 10:19:04,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.584,1061997,410250,36024,,True,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
75,16-07-2020 10:19:04,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0523,35400,13675,1201,,,500,True,,,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
76,16-07-2020 10:20:43,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,2,5,Батуми,0.3 гр,0.0317,21240,8205,720,,,300,,,,,,,True,,,METADON - 0.30 - SALE
77,16-07-2020 10:20:43,Batumi,5HQU,LIKEaBOSS,ASTRAL 1g,,4,нет,Батуми,1 гр,0.0076,5664,2188,192,,,80,,,,,,,True,,,ASTRAL 1g
78,16-07-2020 10:20:43,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,10,нет,Батуми,2 гр,0.0044,2974,1149,101,,,42,,,,,,,True,,,Melkie shishki (Indica) 2g
79,16-07-2020 10:20:43,Batumi,5HQU,LIKEaBOSS,ASTRAL 3g,,2,нет,Батуми,3 гр,0.0257,19116,7385,648,,,270,,,,,,,True,,,ASTRAL 3g
80,16-07-2020 10:20:43,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0374,25060,9660,851,310,,,,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
81,16-07-2020 10:20:43,Batumi,BN40,Panters,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0333,24780,9573,841,,,350,,,,,,,True,,,Mefedron 3g
82,16-07-2020 10:20:43,Batumi,BN40,Panters,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.04,29736,11487,1009,,,420,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
83,16-07-2020 10:20:43,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0531,35569,13710,1208,440,,,,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
84,16-07-2020 10:20:43,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0471,31527,12152,1070,390,,,,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
85,16-07-2020 10:20:43,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0482,32255,12433,1095,399,,,,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
86,16-07-2020 10:20:43,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1672,112990,51992,3833,,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
87,16-07-2020 10:20:43,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2647,178900,82321,6068,,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
88,16-07-2020 10:20:43,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7080,2735,240,,,100,,,,,,,True,,,kur'er v Batumi
89,16-07-2020 10:20:43,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0238,17700,6838,600,,,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
90,16-07-2020 10:20:43,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0238,17700,6838,600,,,250,,,,,,,True,,,Ischu kur'era v Gruzii!
91,16-07-2020 10:20:43,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.021,14160,5470,480,,,200,,,,,,,True,,,Kur'er Batumi na marihuanu
92,16-07-2020 10:20:43,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5857,1061997,410250,36024,,,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
93,16-07-2020 10:20:43,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0524,35400,13675,1201,,,500,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
94,16-07-2020 10:22:20,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4415,298775,115417,10135,,,4220,,,,,,,,,True,CUSTOM Shishki 230g 3in1
