,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,€,Центр,Батуми,desc_en
0,06-08-2020 10:31:37,Tbilisi,9Y6T,WeedShop,0.5 Gram Skunk HQ,True,5,нет,Тбилиси,0.5 гр,0.0026,2272,865,76,31,,,,,,,,,,,,0.5 Gram Skunk HQ
1,06-08-2020 10:31:37,Tbilisi,9Y6T,WeedShop,0.5 Gramm Ak-47 Best Seller 2020 Guess who's Back?,True,3,нет,Тбилиси,0.5 гр,0.0027,2345,893,78,32,,,,,,,,,,,,0.5 Gramm Ak-47 Best Seller 2020 Guess who's Back?
2,06-08-2020 10:31:37,Tbilisi,7LHWP,GEOBUDS,0.5 gr HYBRID buds,True,7,нет,Тбилиси,0.5 гр,0.0028,2418,921,80,33,,,,,,,,,,,,0.5 gr HYBRID buds
3,06-08-2020 10:31:37,Tbilisi,7R3WM,RastaShop,0.5 gr. Magic Kush IMPORT (INDICA),,8,нет,Тбилиси,0.5 гр,0.0027,2345,893,78,32,True,,,,,,,,,,,0.5 gr. Magic Kush IMPORT (INDICA)
4,06-08-2020 10:31:37,Tbilisi,QUZIV,Hollyweed,0.5 г.Super Skunk top class buds! (подезд),,3,нет,Тбилиси,0.5 гр,0.0027,2272,865,76,31,,True,,,,,,,,,,0.5 g.Super Skunk top class buds! (podezd)
5,06-08-2020 10:31:37,Tbilisi,ABOAB,ProGrow,0.5-G ---> Hybrid BEST (BTC - Sale),,20,нет,Тбилиси,0.5 гр,0.0021,1832,698,61,25,True,,,,,,,,,,,0.5-G ---> Hybrid BEST (BTC - Sale)
6,06-08-2020 10:31:37,Tbilisi,8B31,GEOWEEDSHOP,0.5gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,1,нет,Тбилиси,0.5 гр,0.0029,2492,949,83,34,,,,,,,,,,,,0.5gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
7,06-08-2020 10:31:37,Tbilisi,9R7SU,ClownBaroN,CLOWNBARON ШИШКИ* VHQ*♤THC 28%♤0.5G SPECIAL PRICE,,5,нет,Тбилиси,0.5 гр,0.0025,2125,809,71,29,True,,,,,,,,,,,CLOWNBARON ShIShKI* VHQ*♤THC 28%♤0.5G SPECIAL PRICE
8,06-08-2020 10:31:37,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 0.5G,True,3,нет,Тбилиси,0.5 гр,0.0029,2492,949,83,34,,,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 0.5G
9,06-08-2020 10:31:37,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 0.5G,True,11,нет,Тбилиси,0.5 гр,0.0025,2198,837,73,30,,,,,,,,,,,,VHQ Hybrid MJ Buds 0.5G
10,06-08-2020 10:31:37,Tbilisi,JVZTQ,partyshop,1 Amnesia Haze марихуана шишки тгк 25%,True,4,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60,,,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
11,06-08-2020 10:31:37,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds,True,5,нет,Тбилиси,1 гр,0.005,4324,1646,144,59,,,,,,,,,,,,1 G Hybrid Marijuana Buds
12,06-08-2020 10:31:37,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,1,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
13,06-08-2020 10:31:37,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,9,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
14,06-08-2020 10:31:37,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,2,нет,Тбилиси,1 гр,0.0047,4030,1535,134,55,,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
15,06-08-2020 10:31:37,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,True,1,нет,Тбилиси,1 гр,0.005,4324,1646,144,59,,,,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
16,06-08-2020 10:31:37,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,3,нет,Тбилиси,1 гр,0.005,4324,1646,144,59,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
17,06-08-2020 10:31:37,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,3,нет,Тбилиси,1 гр,0.0047,4030,1535,134,55,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
18,06-08-2020 10:31:37,Tbilisi,7R3WM,RastaShop,1.0 gr. Afghan kush 100% Natural (Indika),,1,нет,Тбилиси,1 гр,0.0045,3884,1479,129,53,True,,,,,,,,,,,1.0 gr. Afghan kush 100% Natural (Indika)
19,06-08-2020 10:31:37,Tbilisi,7R3WM,RastaShop,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,2,нет,Тбилиси,1 гр,0.0045,3884,1479,129,53,True,,,,,,,,,,,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
20,06-08-2020 10:31:37,Tbilisi,7R3WM,RastaShop,1.0 gr. Magic Kush IMPORT (INDICA),,1,нет,Тбилиси,1 гр,0.0045,3884,1479,129,53,True,,,,,,,,,,,1.0 gr. Magic Kush IMPORT (INDICA)
21,06-08-2020 10:31:37,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.0051,4397,1674,146,60,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
22,06-08-2020 10:31:37,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,31,нет,Тбилиси,1 гр,0.0042,3591,1367,119,49,,,,,,,,,,,,1gr HYBRID o.g
23,06-08-2020 10:31:37,Tbilisi,8B31,GEOWEEDSHOP,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,5,нет,Тбилиси,1 гр,0.0049,4177,1590,139,57,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
24,06-08-2020 10:31:37,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,6,нет,Тбилиси,1 гр,0.0042,3591,1367,119,49,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
25,06-08-2020 10:31:37,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,15,нет,Тбилиси,1 гр,0.0034,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
26,06-08-2020 10:31:37,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 1 гр",True,5,нет,Тбилиси,1 гр,0.0042,4030,1535,134,55,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 1 gr"
27,06-08-2020 10:31:37,Tbilisi,7IU5,ANASHA777,Hybrid Ana-sha 1G.,True,2,нет,Тбилиси,1 гр,0.0032,3005,1144,100,41,,,,,,,,,,,,Hybrid Ana-sha 1G.
28,06-08-2020 10:31:37,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0049,4250,1618,141,58,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
29,06-08-2020 10:31:37,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,5,нет,Тбилиси,1 гр,0.0053,4617,1758,154,63,,,,True,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
30,06-08-2020 10:31:37,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.005,4324,1646,144,59,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
31,06-08-2020 10:31:37,Tbilisi,5XD8,TYsonWeed,TYson Budds 1G Скидка 5%,True,4,нет,Тбилиси,1 гр,0.0036,3224,1228,107,44,,,,,,,,,,,,TYson Budds 1G Skidka 5%
32,06-08-2020 10:31:37,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3664,1395,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
33,06-08-2020 10:31:37,Tbilisi,I7IU,MrPickless,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,True,4,нет,Тбилиси,1 гр,0.0033,2931,1116,97,40,,,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
34,06-08-2020 10:31:37,Tbilisi,42AF,Leningrad6,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,10,нет,Тбилиси,1 гр,0.0031,2638,1004,88,36,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
35,06-08-2020 10:31:37,Tbilisi,LYHBG,Playboy,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,2 гр,0.0085,7255,2762,241,99,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
36,06-08-2020 10:32:53,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,2,нет,Тбилиси,2 гр,0.0093,7988,3041,266,109,,,,,,,,,,,,2 G Hybrid Marijuana Buds
37,06-08-2020 10:32:53,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0102,8794,3348,292,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
38,06-08-2020 10:32:53,Tbilisi,7R3WM,RastaShop,2.0 gr. Magic Kush IMPORT (INDICA),,1,нет,Тбилиси,2 гр,0.0084,7255,2762,241,99,True,,,,,,,,,,,2.0 gr. Magic Kush IMPORT (INDICA)
39,06-08-2020 10:32:53,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0075,6449,2455,214,88,,,,,,,,,,,,2gr HYBRID buds
40,06-08-2020 10:32:53,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0102,8794,3348,292,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
41,06-08-2020 10:32:53,Tbilisi,8B31,GEOWEEDSHOP,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),,3,нет,Тбилиси,2 гр,0.0085,7255,2762,241,99,,,,,True,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
42,06-08-2020 10:32:53,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0085,8061,3069,268,110,,,,,True,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
43,06-08-2020 10:32:53,Tbilisi,LYHBG,Playboy,NEW !!! 2G OG KusH !!! NEW,True,3,нет,Тбилиси,2 гр,0.0085,7255,2762,241,99,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
44,06-08-2020 10:32:53,Tbilisi,LYHBG,Playboy,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0085,7255,2762,241,99,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
45,06-08-2020 10:32:53,Tbilisi,5XD8,TYsonWeed,TYson Budds 2G Скидка 5%,True,2,нет,Тбилиси,2 гр,0.0062,5862,2232,195,80,,,,,,,,,,,,TYson Budds 2G Skidka 5%
46,06-08-2020 10:32:53,Tbilisi,ABOAB,ProGrow,3G ---> Big Devil (BTC - Sale),,1,нет,Тбилиси,3 гр,0.0119,10259,3906,341,140,True,,,,,,,,,,,3G ---> Big Devil (BTC - Sale)
47,06-08-2020 10:32:53,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.007,6595,2511,219,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
48,06-08-2020 10:32:53,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0136,11652,4436,387,159,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
49,06-08-2020 10:32:53,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0136,11652,4436,387,159,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
50,06-08-2020 10:32:53,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,2,нет,Тбилиси,5 гр,0.0185,17587,6696,585,240,,,,,,True,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
51,06-08-2020 10:32:53,Tbilisi,LD5U,Marshydroo,LSD-25 шишки 10gram,True,1,нет,Тбилиси,10 гр,0.0302,27114,10323,902,370,,,,,,,,,,,,LSD-25 shishki 10gram
52,06-08-2020 10:32:53,Tbilisi,2LY77,SveetWeed,15 + GRAMM NEW BEASTWEED,True,2,нет,Тбилиси,15 гр,0.0161,15316,5831,509,209,,,,,,,,,,,,15 + GRAMM NEW BEASTWEED
53,06-08-2020 10:32:53,Tbilisi,A3I9,Joookerrr,марки н-боом 3 шт.,True,нет,44,Тбилиси,3 гр,0.0042,3591,1367,119,49,,,,,,,,,,,,marki n-boom 3 sht.
54,06-08-2020 10:32:53,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0212,18320,6975,609,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
55,06-08-2020 10:32:53,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0229,19786,7533,658,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
56,06-08-2020 10:32:53,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0234,20152,7673,670,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
57,06-08-2020 10:32:53,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0204,17587,6696,585,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
58,06-08-2020 10:32:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0238,20519,7812,682,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
59,06-08-2020 10:32:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0229,19786,7533,658,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
60,06-08-2020 10:32:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0169,16048,6110,534,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
61,06-08-2020 10:32:53,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0185,17587,6696,585,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
62,06-08-2020 10:32:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0229,19786,7533,658,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
63,06-08-2020 10:32:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2002,190000,87429,6325,,,,,,,,,,,,,reagent 25i nbome. 5gr
64,06-08-2020 10:32:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2317,219842,83700,7310,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
65,06-08-2020 10:32:53,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0467,40304,15345,1340,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
66,06-08-2020 10:32:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0595,51296,19530,1706,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
67,06-08-2020 10:32:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0357,30778,11718,1023,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
68,06-08-2020 10:32:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.068,58624,22320,1949,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
69,06-08-2020 10:32:53,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,1,Тбилиси,10 гр,0.0357,30778,11718,1023,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
70,06-08-2020 10:33:54,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0501,47632,18135,1584,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
