,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Didube,Varketili,Saburtalo,€,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
94,22-02-2020 12:20:59,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0191,13439,5123,462,209,,,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
95,22-02-2020 12:20:59,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0251,16075,6128,553,250,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
96,22-02-2020 12:20:59,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0183,12860,4902,442,200,,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
97,22-02-2020 12:20:59,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2697,190000,87429,6536,,,,,,,,,,,,,,reagent 25i nbome. 5gr
98,22-02-2020 12:20:59,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2738,192902,73530,6636,3000,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
99,22-02-2020 12:20:59,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0496,31443,11985,1082,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
100,22-02-2020 12:20:59,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0812,52000,23928,1789,,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
101,22-02-2020 12:22:06,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0704,45011,17157,1548,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
102,22-02-2020 12:22:06,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0402,25656,9779,883,399,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
103,22-02-2020 12:22:06,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.183,128602,49020,4424,2000,,,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
104,22-02-2020 12:22:06,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.0356,22505,8579,774,350,,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
105,22-02-2020 12:22:06,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0805,51441,19608,1770,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
106,22-02-2020 12:22:06,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0365,25656,9779,883,399,,,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
107,22-02-2020 12:22:06,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2239,143069,54535,4922,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
108,22-02-2020 12:22:06,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3019,212193,80883,7300,3300,,,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
109,22-02-2020 12:22:06,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0711,45011,17157,1548,700,,,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
110,22-02-2020 12:22:06,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0676,45011,17157,1548,700,,,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
111,22-02-2020 12:22:06,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1098,77161,29412,2654,1200,,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
112,22-02-2020 12:22:06,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0965,64237,24485,2210,999,,,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
113,22-02-2020 12:22:06,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0956,61086,23285,2101,950,,,,,,,,,,,,,Hybrid Skunk! 50 gr
114,22-02-2020 12:22:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2013,128602,49020,4424,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
115,22-02-2020 12:22:06,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1811,115741,44118,3982,1800,,,,,,,,,,,,,Hybrid Skunk! 100 gr
116,22-02-2020 12:22:06,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2516,160752,61275,5530,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
117,22-02-2020 12:22:06,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0393,27649,10539,951,430,,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
118,22-02-2020 12:22:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4629,295784,112746,10175,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
119,22-02-2020 12:22:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7547,482256,183825,16590,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
120,22-02-2020 12:22:06,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8553,546557,208335,18802,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
121,22-02-2020 12:22:06,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0183,12860,4902,442,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
122,22-02-2020 12:22:06,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0183,12860,4902,442,200,,,,,,,,,,,,,Trebuetsja Kur'er
123,22-02-2020 12:22:06,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,12860,4902,442,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
124,22-02-2020 12:22:06,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0252,16075,6128,553,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
125,22-02-2020 12:22:06,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5232,964512,367650,33180,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
126,22-02-2020 12:23:32,Batumi,6KB,Marioshop,Amphetamine-sulphate 0.5g Best Billy.,,5,нет,Батуми,0.5 гр,0.007,4437,1691,153,69,,,,,,,,,,True,,,Amphetamine-sulphate 0.5g Best Billy.
127,22-02-2020 12:23:32,Batumi,6KB,Marioshop,XTC-MDMA 0.5g purity 93%+,,15,нет,Батуми,0.5 гр,0.008,5080,1936,175,79,,,,,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
128,22-02-2020 12:23:32,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,11,нет,Батуми,1 гр,0.0174,12217,4657,420,190,,,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
129,22-02-2020 12:23:32,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OG Kush, 2г",,3,нет,Батуми,2 гр,0.0091,5787,2206,199,90,,,,,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
130,22-02-2020 12:23:32,Batumi,O9SXJ,Parnavaz,"Шишки OG Kush, 3гр.",,1,нет,Батуми,3 гр,0.0137,8681,3309,299,135,,,,,,,,,,True,,,"Shishki OG Kush, 3gr."
131,22-02-2020 12:23:32,Batumi,O9SXJ,Parnavaz,"Шишки / weed OG Kush, 5гр",,1,нет,Батуми,5 гр,0.0229,14468,5515,498,225,,,,,,,,,,True,,,"Shishki / weed OG Kush, 5gr"
132,22-02-2020 12:23:32,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,2,10,Батуми,0.27 гр,0.0231,14596,5564,502,227,,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
133,22-02-2020 12:23:32,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0183,12860,4902,442,200,,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
134,22-02-2020 12:23:32,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0956,61086,23285,2101,950,,,,,,,,,,True,,,Hybrid Skunk! 50 gr
135,22-02-2020 12:23:32,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1811,115741,44118,3982,1800,,,,,,,,,,True,,,Hybrid Skunk! 100 gr
136,22-02-2020 12:23:32,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3049,192902,73530,6636,3000,,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
137,22-02-2020 12:23:32,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2541,160752,61275,5530,2500,,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
138,22-02-2020 12:23:32,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0102,6430,2451,221,100,,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
139,22-02-2020 12:23:32,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3215,1226,111,50,,,,,,,,,,True,,,kur'er v Batumi
140,22-02-2020 12:23:32,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3215,1226,111,50,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
141,22-02-2020 12:23:32,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,172,,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
142,22-02-2020 12:23:32,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,16075,6128,553,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
143,22-02-2020 12:23:32,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,16075,6128,553,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
144,22-02-2020 12:23:32,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5232,964512,367650,33180,15000,,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
145,22-02-2020 12:23:32,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0503,32150,12255,1106,500,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
146,22-02-2020 12:24:54,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,1,нет,Кутаиси,0.5 гр,0.002,1286,490,44,20,,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
147,22-02-2020 12:24:54,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,2,нет,Кутаиси,1 гр,0.0039,2443,931,84,38,,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
148,22-02-2020 12:24:54,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0075,4758,1814,164,74,,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
149,22-02-2020 12:24:54,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.011,6944,2647,239,108,,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
150,22-02-2020 12:24:54,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0102,6430,2451,221,100,,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
