,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Saburtalo,Vake,$,Тбилиси,Gldani,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
0,11-06-2020 07:41:24,Tbilisi,EIH4,San4oPan4o,!!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!!,True,3,нет,Тбилиси,0.25 гр,0.0143,10052,3922,348,129,,,,,,,,,,,!!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!!
1,11-06-2020 07:41:24,Tbilisi,U26MW,Skyhigh,NEW !!! SUPER HIGH QUALITY MANGO KUSH HYBRID BUDS THC 25%+ 0.5G,,12,нет,Тбилиси,0.5 гр,0.0032,2196,856,76,,True,True,32,,,,,,,,NEW !!! SUPER HIGH QUALITY MANGO KUSH HYBRID BUDS THC 25%+ 0.5G
2,11-06-2020 07:41:24,Tbilisi,6P9R,RickNMorty,RickNMorty's Hybrid's Buds ONLY high THc 0.5,,13,нет,Тбилиси,0.5 гр,0.0032,2196,856,76,,True,,32,True,,,,,,,RickNMorty's Hybrid's Buds ONLY high THc 0.5
3,11-06-2020 07:41:24,Tbilisi,GYO,Hakeem,"Remo Chemo , сорт чемпион ! Накуривает по-царски.На магните.Вес всегда больше 1 грамма.",,1,нет,Тбилиси,1 гр,0.005,3774,1471,130,,,,55,True,,,,,,,"Remo Chemo , sort chempion ! Nakurivaet po-tsarski.Na magnite.Ves vsegda bol'she 1 gramma."
4,11-06-2020 07:41:24,Tbilisi,9VLN,AlienShop,☃️❄1g. New Columbian COCAINE!!❄☃️,,1,нет,Тбилиси,1 гр,0.0241,16400,6393,567,,,,239,True,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
5,11-06-2020 07:41:24,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,,4,нет,Тбилиси,1 гр,0.011,7479,2916,259,,True,,109,,True,,,,,,✨ 1g. MDMA ✨
6,11-06-2020 07:41:24,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,1,нет,Тбилиси,2 гр,0.0085,5833,2274,202,,True,,85,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
7,11-06-2020 07:41:24,Tbilisi,8B31,GEOWEEDSHOP,3 gr Indica dominant Buds,,12,нет,Тбилиси,3 гр,0.0089,6107,2381,211,,,,89,,True,,,,,,3 gr Indica dominant Buds
8,11-06-2020 07:41:24,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,,22,нет,Тбилиси,3 гр,0.0087,5970,2327,206,,,,87,True,,,,,,,3 gr georgian weed. Package on magnet
9,11-06-2020 07:41:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 4 шт. вес таблетки 450mg,,2,нет,Тбилиси,4 гр,0.0107,7342,2862,254,,,,107,True,,,,,,,Extasy GUCCI 4 sht. ves tabletki 450mg
