,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Didube,Vazisubani,Saburtalo,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
30,01-06-2020 23:55:10,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0249,16731,6480,578,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
31,01-06-2020 23:55:10,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0249,16731,6480,578,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,01-06-2020 23:55:10,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0239,16034,6210,554,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,01-06-2020 23:55:10,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15267,5913,528,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,01-06-2020 23:56:04,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0207,15267,5913,528,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
35,01-06-2020 23:56:04,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - INDICA - 5 G.,True,нет,2,Тбилиси,5 гр,0.0262,17428,6750,603,250,,,,,,,,,,MARIXYANA - INDICA - 5 G.
36,01-06-2020 23:56:04,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0244,16382,6345,566,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
37,01-06-2020 23:56:04,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2573,190000,87429,6478,,,,,,,,,,,reagent 25i nbome. 5gr
38,01-06-2020 23:56:04,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2832,209134,81000,7230,3000,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
39,01-06-2020 23:56:04,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1006,66853,25893,2311,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
40,01-06-2020 23:56:04,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0199,13245,5130,458,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
41,01-06-2020 23:56:04,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0513,34089,13203,1178,489,,,,,,,,,,💘✨5g. MDMA ✨💘
42,01-06-2020 23:56:04,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,5 гр,0.0194,12897,4995,446,185,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
43,01-06-2020 23:56:04,Tbilisi,EIH4,San4oPan4o,!! Гашиш !! Hash 6g !!! BTC SALE 5%!!!!,True,нет,1,Тбилиси,6 гр,0.0477,32695,12663,1130,469,,,,,,,,,,!! Gashish !! Hash 6g !!! BTC SALE 5%!!!!
44,01-06-2020 23:56:04,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0934,62740,24300,2169,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
45,01-06-2020 23:56:04,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0415,27885,10800,964,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
46,01-06-2020 23:56:04,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0727,48798,18900,1687,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
47,01-06-2020 23:56:04,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0436,29279,11340,1012,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
48,01-06-2020 23:56:04,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0831,55769,21600,1928,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
49,01-06-2020 23:56:04,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.231,155108,60075,5362,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
50,01-06-2020 23:56:04,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,2,Тбилиси,10 гр,0.1635,108680,42093,3757,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
51,01-06-2020 23:56:04,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0387,25724,9963,889,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
52,01-06-2020 23:56:04,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0329,21959,8505,759,315,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
53,01-06-2020 23:56:04,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.5243,348557,135000,12050,5000,,,,,,,,,,METADON - 20 G.
54,01-06-2020 23:56:04,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0628,41757,16173,1444,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
55,01-06-2020 23:56:04,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,50 гр,0.1349,90555,35073,3131,1299,,,,,,,,,,50 gr georgian weed. Package on magnet
56,01-06-2020 23:56:04,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2595,174209,67473,6023,2499,,,,,,,,,,100 gr georgian weed. Package on magnet
57,01-06-2020 23:56:04,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2492,167307,64800,5784,2400,,,,,,,,,,100 gr marijuana buds
58,01-06-2020 23:56:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2077,139423,54000,4820,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
59,01-06-2020 23:56:04,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2596,174279,67500,6025,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
60,01-06-2020 23:56:04,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6126,411297,159300,14219,5900,,,,,,,,,,180 gr marihuana persoalno
61,01-06-2020 23:56:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4776,320672,124200,11086,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
62,01-06-2020 23:56:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7787,522836,202500,18075,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
63,01-06-2020 23:56:04,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8825,592547,229500,20485,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,01-06-2020 23:56:04,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,13942,5400,482,200,,,,,,,,,,KURYER..500RUB.+BONUS
65,01-06-2020 23:56:04,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0208,13942,5400,482,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
66,01-06-2020 23:56:04,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.026,17428,6750,603,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
67,01-06-2020 23:56:04,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 1100 $ в месец залог 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$,True,нет,1,Тбилиси,1 гр,0.0208,13942,5400,482,200,,,,,,,,,,rik i morti ishit kuriera zp ot 1100 $ v mesets zalog 200$ | Rick And Morty Need DG Sallary from 1100$ prepay 200$
68,01-06-2020 23:56:04,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5716,1045671,405000,36150,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
69,01-06-2020 23:57:18,Batumi,A3I9,Joookerrr,Марки н-БоооооооМ 4 шт,,2,нет,Батуми,4 гр,0.0058,3904,1512,135,56,,,,,,True,,,,Marki n-BoooooooM 4 sht
70,01-06-2020 23:57:18,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2282,153365,59400,5302,2200,,,,,,,True,,,[100g] SPAIN HASH
71,01-06-2020 23:57:18,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,3,Батуми,5 гр,0.0234,16034,6210,554,230,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
72,01-06-2020 23:57:18,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0427,29279,11340,1012,420,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
73,01-06-2020 23:57:18,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,2,Батуми,20 гр,0.5237,348557,135000,12050,5000,,,,,,,True,,,METADON - 20 G.
74,01-06-2020 23:57:18,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1681,112990,51992,3853,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
75,01-06-2020 23:57:18,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2662,178900,82321,6100,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
76,01-06-2020 23:57:18,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,6971,2700,241,100,,,,,,,True,,,kur'er v Batumi
77,01-06-2020 23:57:18,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0236,17428,6750,603,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
78,01-06-2020 23:57:18,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0236,17428,6750,603,250,,,,,,,True,,,Ischu kur'era v Gruzii!
79,01-06-2020 23:57:18,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,3,Батуми,5 гр,0.0207,13942,5400,482,200,,,,,,,True,,,Kur'er Batumi na marihuanu
80,01-06-2020 23:57:18,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0289,19409,7500,669,,,,,,,,True,250,,Rabota na marki (kur'er)
81,01-06-2020 23:57:18,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5698,1045671,405000,36150,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
82,01-06-2020 23:57:18,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0519,34856,13500,1205,500,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
83,01-06-2020 23:58:44,Kutaisi,EIH4,San4oPan4o,Cocaine 2g !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0314,21541,8343,745,309,,,,,,,,,True,Cocaine 2g !!! BTC SALE 5%!!!!
84,01-06-2020 23:58:44,Kutaisi,EIH4,San4oPan4o,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!,,3,нет,Кутаиси,3 гр,0.0198,13594,5265,470,195,,,,,,,,,True,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!
85,01-06-2020 23:58:44,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0289,19409,7500,669,,,,,,,,,250,True,Rabota na marki (kur'er)
