,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,Vake,€,Saburtalo,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
23,23,06-03-2020 07:07:35,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0384,24158,9059,816,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
24,24,06-03-2020 07:07:35,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,3,нет,Тбилиси,10 гр,0.0281,17672,6627,597,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
25,25,06-03-2020 07:07:35,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0403,26474,9928,894,400.0,,,,,,,,,,,gashish evro 10g
26,26,06-03-2020 07:07:35,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0784,51426,19285,1737,777.0,,,,,,,,,,,Gashish Evro 20gr
27,27,06-03-2020 07:07:35,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G,True,нет,5,Тбилиси,0.27 гр,0.0287,17870,6701,604,270.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G
28,28,06-03-2020 07:07:35,Tbilisi,2dbb5960b9,Methadone HQ in city 0.7g,True,нет,1,Тбилиси,0.7 гр,0.0294,18532,6950,626,280.0,,,,,,,,,,,Methadone HQ in city 0.7g
29,29,06-03-2020 07:07:35,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.069,43021,16133,1453,650.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
30,30,06-03-2020 07:07:35,Tbilisi,be97026d1d,Columbia Cocaine VHQ 3.0g BTC SALE 5% SALE!!! SALE!!! (Место на ваш выбор!!!),True,нет,1,Тбилиси,3 гр,0.0552,34747,13031,1174,525.0,,,,,,,,,,,Columbia Cocaine VHQ 3.0g BTC SALE 5% SALE!!! SALE!!! (Mesto na vash vybor!!!)
31,31,06-03-2020 07:07:35,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0626,39049,14644,1319,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,32,06-03-2020 07:07:35,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,1,Тбилиси,3 гр,0.0181,12509,4691,423,189.0,,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
33,33,06-03-2020 07:07:35,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.042,26474,9928,894,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
34,34,06-03-2020 07:07:35,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0578,36402,13651,1230,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
35,35,06-03-2020 07:08:25,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.02,12575,4716,425,190.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
36,36,06-03-2020 07:08:25,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0209,13171,4939,445,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
37,37,06-03-2020 07:08:25,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.021,13237,4964,447,200.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
38,38,06-03-2020 07:08:25,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0209,13171,4939,445,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,39,06-03-2020 07:08:25,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0209,13171,4939,445,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
40,40,06-03-2020 07:08:25,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.02,12575,4716,425,190.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,41,06-03-2020 07:08:25,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0209,14495,5436,490,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,42,06-03-2020 07:08:25,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0318,19856,7446,671,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
43,43,06-03-2020 07:08:25,Tbilisi,be97026d1d,MDMA from Europe!!! 5g BTC SALE 5%(Место на ваш выбор!!!),True,нет,2,Тбилиси,5 гр,0.0415,26143,9804,883,395.0,,,,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(Mesto na vash vybor!!!)
44,44,06-03-2020 07:08:25,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.02,12575,4716,425,190.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
45,45,06-03-2020 07:08:25,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.0191,13237,4964,447,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
46,46,06-03-2020 07:08:25,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2743,190000,87429,6413,,,,,,,,,,,,reagent 25i nbome. 5gr
47,47,06-03-2020 07:08:25,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2867,198556,74460,6707,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
48,48,06-03-2020 07:08:25,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0912,56853,21320,1920,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
49,49,06-03-2020 07:08:25,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,1,5,Тбилиси,5 гр,0.0196,12244,4592,414,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
50,50,06-03-2020 07:08:25,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0519,32365,12137,1093,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
51,51,06-03-2020 07:08:25,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0349,21775,8166,736,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
52,52,06-03-2020 07:08:25,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0191,11913,4468,402,180.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
53,53,06-03-2020 07:08:25,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0946,59567,22338,2012,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,54,06-03-2020 07:08:25,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0736,46330,17374,1565,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
55,55,06-03-2020 07:08:25,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0419,26408,9903,892,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
56,56,06-03-2020 07:08:25,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0372,23165,8687,783,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
57,57,06-03-2020 07:08:25,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0841,52948,19856,1789,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
58,58,06-03-2020 07:08:25,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2339,147263,55225,4974,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
59,59,06-03-2020 07:08:25,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1538,95903,35964,3240,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
60,60,06-03-2020 07:08:25,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0392,24422,9159,825,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
61,61,06-03-2020 07:08:25,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0317,19789,7421,668,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
62,62,06-03-2020 07:08:25,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0743,46330,17374,1565,700.0,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
63,63,06-03-2020 07:08:25,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0636,39645,14867,1339,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
64,64,06-03-2020 07:08:25,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0706,46330,17374,1565,700.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
65,65,06-03-2020 07:08:25,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1147,79422,29784,2683,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
66,66,06-03-2020 07:08:25,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1008,66119,24795,2233,999.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
67,67,06-03-2020 07:08:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2102,132371,49640,4471,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,68,06-03-2020 07:08:25,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2123,132371,49640,4471,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
69,69,06-03-2020 07:08:25,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2628,165464,62050,5589,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,70,06-03-2020 07:09:02,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1592,99278,37230,3354,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
71,71,06-03-2020 07:09:02,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4835,304453,114172,10284,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
72,72,06-03-2020 07:09:02,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7883,496391,186150,16768,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
73,73,06-03-2020 07:09:02,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8934,562576,210970,19003,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,74,06-03-2020 07:09:02,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0191,13237,4964,447,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
75,75,06-03-2020 07:09:02,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0191,13237,4964,447,200.0,,,,,,,,,,,Trebuetsja Kur'er
76,76,06-03-2020 07:09:02,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0143,9928,3723,335,150.0,,,,,,,,,,,Rabota na marki (kur'er)
77,77,06-03-2020 07:09:02,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.021,13237,4964,447,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
78,78,06-03-2020 07:09:02,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0263,16546,6205,559,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
79,79,06-03-2020 07:09:02,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.591,992781,372300,33536,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
80,80,06-03-2020 07:10:23,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1577,99278,37230,3354,1500.0,,,,,,,,True,,,Skunk! 50 gr.
81,81,06-03-2020 07:10:23,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,5,Батуми,0.27 гр,0.0287,17870,6701,604,270.0,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
82,82,06-03-2020 07:10:23,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0191,13237,4964,447,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
83,83,06-03-2020 07:10:23,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2123,132371,49640,4471,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
84,84,06-03-2020 07:10:23,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1592,99278,37230,3354,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
85,85,06-03-2020 07:10:23,Batumi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0106,6619,2482,224,100.0,,,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
86,86,06-03-2020 07:10:23,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0048,3309,1241,112,50.0,,,,,,,,True,,,kur'er v Batumi
87,87,06-03-2020 07:10:23,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,16546,6205,559,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
88,88,06-03-2020 07:10:23,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0143,9928,3723,335,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
89,89,06-03-2020 07:10:23,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,16546,6205,559,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
90,90,06-03-2020 07:10:23,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.591,992781,372300,33536,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
91,91,06-03-2020 07:10:23,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0526,33093,12410,1118,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
92,92,06-03-2020 07:12:07,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0114,7148,2681,241,108.0,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
93,93,06-03-2020 07:12:07,Kutaisi,d4df7908c3,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0106,6619,2482,224,100.0,,,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
94,94,06-03-2020 07:12:07,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0143,9928,3723,335,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
