,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,07-02-2020 06:41:07,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,10,нет,Тбилиси,0.25 гр,0.0162,11304,4464,389,180,,,,,,,,,Metadon VHQ 0.25 24/7
1,07-02-2020 06:41:07,Tbilisi,BP40,WakeShop,Apvp VHQ 0.30g 24/7,True,1,нет,Тбилиси,0.3 гр,0.0054,3768,1488,130,60,,,,,,,,,Apvp VHQ 0.30g 24/7
2,07-02-2020 06:41:07,Tbilisi,72B,CHINATOWN,"NZT-52 mind storm limited 0,3г мука",True,1,нет,Тбилиси,0.3 гр,0.0063,4396,1736,151,70,,,,,,,,,"NZT-52 mind storm limited 0,3g muka"
3,07-02-2020 06:41:07,Tbilisi,1IZXK,BadboysTbl,Метадон 0.30гр,True,3,нет,Тбилиси,0.3 гр,0.0162,11932,4712,411,190,,,,,,,,,Metadon 0.30gr
4,07-02-2020 06:41:07,Tbilisi,TI21,Campaari,"A PVP 0,33 VHQ",True,4,нет,Тбилиси,0.33 гр,0.0057,3768,1488,130,60,,,,,,,,,"A PVP 0,33 VHQ"
5,07-02-2020 06:41:07,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,6,нет,Тбилиси,0.5 гр,0.0119,7473,2951,257,119,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
6,07-02-2020 06:41:07,Tbilisi,7JZOY,BezNika,0.5 GRAM LEMON Cheese VHQ,,1,нет,Тбилиси,0.5 гр,0.0028,1758,694,61,28,True,,,,,,,,0.5 GRAM LEMON Cheese VHQ
7,07-02-2020 06:41:07,Tbilisi,LYHBG,Playboy,0.5 g. Ketamine,True,3,нет,Тбилиси,0.5 гр,0.0059,3705,1463,128,59,,,,,,,,,0.5 g. Ketamine
8,07-02-2020 06:41:07,Tbilisi,5JG6,BenderMan,"Cocaine, 0.5 g",True,6,нет,Тбилиси,0.5 гр,0.011,6908,2728,238,110,,,,,,,,,"Cocaine, 0.5 g"
9,07-02-2020 06:41:07,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0102,6594,2604,227,105,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
10,07-02-2020 06:41:07,Tbilisi,5JG6,BenderMan,Ketamine 0.5g,True,21,нет,Тбилиси,0.5 гр,0.006,3768,1488,130,60,,,,,,,,,Ketamine 0.5g
11,07-02-2020 06:41:07,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,2,нет,Тбилиси,0.5 гр,0.027,18839,7440,648,300,,,,,,,,,Metadon VHQ 0.5 24/7
12,07-02-2020 06:41:07,Tbilisi,9VLN,AlienShop,❄❄❄0.5g HQ COCAINE❄❄❄,True,1,нет,Тбилиси,0.5 гр,0.0099,6217,2455,214,99,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
13,07-02-2020 06:41:07,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,15,нет,Тбилиси,0.8 гр,0.0119,7536,2976,259,120,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
14,07-02-2020 06:41:07,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,12,нет,Тбилиси,1 гр,0.0041,2826,1116,97,45,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
15,07-02-2020 06:41:07,Tbilisi,7R3WM,RastaShop,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,2,нет,Тбилиси,1 гр,0.0047,2952,1166,102,47,True,,,,,,,,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
16,07-02-2020 06:41:07,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,,4,нет,Тбилиси,1 гр,0.0038,2449,967,84,39,True,,,,,,,,1G -- AK-47 -> Sativa
17,07-02-2020 06:41:07,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,1 гр,0.0089,5872,2319,202,,,85,,,,,,,1gr mdma (skidka v bitkoin 5%)
18,07-02-2020 06:41:07,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.0198,12434,4910,428,198,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
19,07-02-2020 06:41:07,Tbilisi,X4ZM,ZYX,Afghan HQ pressed buds ! NEW ! 1G,True,6,нет,Тбилиси,1 гр,0.0045,2826,1116,97,45,,,,,,,,,Afghan HQ pressed buds ! NEW ! 1G
20,07-02-2020 06:41:07,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,11,нет,Тбилиси,1 гр,0.0119,7536,2976,259,120,,,,,,,,,Apvp VHQ 1g 24/7
21,07-02-2020 06:41:07,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.022,13816,5456,476,220,,,,,,,,,"Cocaine, 1g"
22,07-02-2020 06:41:07,Tbilisi,Z5UFK,Vein,Crystal Mephedrone 1g,True,2,нет,Тбилиси,1 гр,0.0108,6845,2703,236,109,,,,,,,,,Crystal Mephedrone 1g
23,07-02-2020 06:41:07,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,15,нет,Тбилиси,1 гр,0.01,6280,2480,216,100,,,,,,,,,Ketamine 1g
24,07-02-2020 06:41:07,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,1,нет,Тбилиси,1 гр,0.0089,5589,2207,192,89,,,,,,,,,Ketamine 1g.
25,07-02-2020 06:41:07,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.0g BTC SALE 5%,True,4,нет,Тбилиси,1 гр,0.0092,5966,2356,205,95,,,,,,,,,MDMA from Europe!!! 1.0g BTC SALE 5%
26,07-02-2020 06:41:07,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.045,31399,12400,1081,500,,,,,,,,,Metadon VHQ 1 24/7
27,07-02-2020 06:41:07,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,6,нет,Тбилиси,1 гр,0.0179,11241,4439,387,179,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
28,07-02-2020 06:41:07,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,7,нет,Тбилиси,1 гр,0.0126,8792,3472,303,140,,,,,,,,,NZT-52 mind storm limited 1g muka
29,07-02-2020 06:41:07,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0179,12497,4935,430,199,,,,,,,,,VHQ BEST Cocaine 1g.
30,07-02-2020 06:41:07,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0171,11304,4464,389,180,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
31,07-02-2020 06:41:07,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0185,11869,4687,409,189,,,,,,,,,Kokain HQ 1g.
32,07-02-2020 06:41:45,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0186,11869,4687,409,189,,,,,,,,,Kokain HQ 1g.
33,07-02-2020 06:41:45,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,4,нет,Тбилиси,1 гр,0.0197,12497,4935,430,199,,,True,,,,,,Kokain KOLUMBIA 1g
34,07-02-2020 06:41:45,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0446,28259,11160,973,450,,,,,,,,,"Metadon, 1gr"
35,07-02-2020 06:41:45,Tbilisi,JPY,OaksShopp,мощный гибрид /hybrid weed 1g strong,,13,нет,Тбилиси,1 гр,0.0032,2198,868,76,35,True,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
36,07-02-2020 06:41:45,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,True,3,нет,Тбилиси,1 гр,0.0109,6845,2703,236,109,,,,,,,,,✨ 1g. MDMA ✨
37,07-02-2020 06:41:45,Tbilisi,9VLN,AlienShop,❄1g. New COCAINE!!❄,True,2,нет,Тбилиси,1 гр,0.018,11304,4464,389,180,,,,,,,,,❄1g. New COCAINE!!❄
38,07-02-2020 06:41:45,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,,3,нет,Тбилиси,2 гр,0.0071,4584,1810,158,73,True,,,,,,,,2G -- AK-47 -> Sativa
39,07-02-2020 06:41:45,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0361,22607,8928,778,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
40,07-02-2020 06:41:45,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,2,нет,Тбилиси,2 гр,0.0374,24177,9548,832,385,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
41,07-02-2020 06:41:45,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.018,11304,4464,389,180,,,,,,,,,Ketamine 2 g
42,07-02-2020 06:41:45,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.007,4396,1736,151,70,,,,,,,,,"LSD - 250 ug, 2 pieces"
43,07-02-2020 06:41:45,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0216,15071,5952,519,240,,,,,,,,,NZT-52 mind storm limited 2g muka
44,07-02-2020 06:41:45,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0361,23800,9399,819,379,,,,,,,,,Kokain HQ 2g.
45,07-02-2020 06:41:45,Tbilisi,NLKH,STARS,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.0332,21037,8308,724,335,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
46,07-02-2020 06:41:45,Tbilisi,LYHBG,Playboy,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,3 гр,0.0099,6217,2455,214,99,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
47,07-02-2020 06:41:45,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 280mg,True,5,нет,Тбилиси,3 гр,0.0105,6594,2604,227,105,,,,,,,,,3x Extasy Duracell 280mg
48,07-02-2020 06:41:45,Tbilisi,9VLN,AlienShop,3г. SPEED Амфетамин стимулятор,True,3,нет,Тбилиси,3 гр,0.0099,6217,2455,214,99,,,,,,,,,3g. SPEED Amfetamin stimuljator
49,07-02-2020 06:41:45,Tbilisi,V4T,COCAcoLA,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.016,10362,4092,357,165,True,,,,,,,,GASHISH 3 gr luchshaja tsena
50,07-02-2020 06:41:45,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0307,21351,8432,735,340,,,,,,,,,NZT-52 mind storm limited 3g muka
51,07-02-2020 06:41:45,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0099,6217,2455,214,99,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
52,07-02-2020 06:41:45,Tbilisi,9VLN,AlienShop,💊💊💊3 ecstasy Tekashi69💊💊💊,True,3,нет,Тбилиси,3 гр,0.0115,7222,2852,249,115,,,,,,,,,💊💊💊3 ecstasy Tekashi69💊💊💊
53,07-02-2020 06:41:45,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0289,20095,7936,692,320,,,,,,,,,"5 Grm MDMA , Purity A +++"
54,07-02-2020 06:41:45,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0852,53378,21080,1837,850,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
55,07-02-2020 06:41:45,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 280mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0175,10990,4340,378,175,,,,,,,,,5x Extasy Duracell 280mg MDMA.
56,07-02-2020 06:41:45,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,4,нет,Тбилиси,5 гр,0.015,9420,3720,324,150,,,,,,,,,"LSD - 250 ug, 5 pieces"
57,07-02-2020 06:41:45,Tbilisi,0V3X,arinaneb,gorilla glue 5 g,,2,нет,Тбилиси,5 гр,0.0158,10990,4340,378,175,True,,,,,,,,gorilla glue 5 g
58,07-02-2020 06:41:45,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.02,13188,5208,454,210,,,,,,,,,gashish evro 5g
59,07-02-2020 06:41:45,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0396,25056,9895,862,399,True,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
60,07-02-2020 06:41:45,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,5,нет,Тбилиси,10 гр,0.0265,16767,6622,577,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
61,07-02-2020 06:41:45,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0381,25119,9920,865,400,,,,,,,,,gashish evro 10g
62,07-02-2020 06:41:45,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,22,нет,Тбилиси,10 гр,0.009,6280,2480,216,100,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
63,07-02-2020 06:41:45,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 280mg MDMA.,True,1,10,Тбилиси,15 гр,0.0446,28259,11160,973,450,,,,,,,,,15x Extasy Duracell 280mg MDMA.
64,07-02-2020 06:41:45,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 20 pieces",True,1,нет,Тбилиси,20 гр,0.0401,25119,9920,865,400,,,,,,,,,"LSD - 250 ug, 20 pieces"
65,07-02-2020 06:41:45,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.074,48794,19270,1679,777,,,,,,,,,Gashish Evro 20gr
66,07-02-2020 06:41:45,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0251,15699,6200,540,250,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
67,07-02-2020 06:41:45,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0351,21979,8680,757,350,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
68,07-02-2020 06:42:13,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.06,37679,14880,1297,600,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
69,07-02-2020 06:42:13,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0218,13816,5456,476,220,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
70,07-02-2020 06:42:13,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0396,25119,9920,865,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
71,07-02-2020 06:42:13,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0238,15071,5952,519,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
72,07-02-2020 06:42:13,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0248,15699,6200,540,250,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
73,07-02-2020 06:42:13,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1351,94197,37200,3242,1500,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
74,07-02-2020 06:42:13,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0248,15699,6200,540,250,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
75,07-02-2020 06:42:13,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0248,15699,6200,540,250,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
76,07-02-2020 06:42:13,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0197,12497,4935,430,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
77,07-02-2020 06:42:13,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0248,15699,6200,540,250,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
78,07-02-2020 06:42:13,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0197,13753,5431,473,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
79,07-02-2020 06:42:13,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0188,13125,5183,452,209,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
80,07-02-2020 06:42:13,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0188,13125,5183,452,209,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
