,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,27-02-2020 09:52:21,Tbilisi,4b4cde4fad,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,1,нет,Тбилиси,0.25 гр,0.011000000000000001,6552,2464,224,100.0,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
1,1,27-02-2020 09:52:21,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0099,6486,2439,222,99.0,,,,,,,,,Cocaine Pure VHQ 0.5g
2,2,27-02-2020 09:52:21,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0165,9828,3696,336,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,3,27-02-2020 09:52:21,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,31,нет,Тбилиси,1 гр,0.004,2424,912,83,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
4,4,27-02-2020 09:52:21,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,3,нет,Тбилиси,1 гр,0.0093,5569,2094,190,85.0,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
5,5,27-02-2020 09:52:21,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.019,12448,4682,425,190.0,,,,,,,,,Cocaine Pure VHQ 1g
6,6,27-02-2020 09:52:21,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0244,14414,5421,492,220.0,,,,,,,,,"Cocaine, 1g"
7,7,27-02-2020 09:52:21,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.021,12383,4657,423,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
8,8,27-02-2020 09:52:21,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.019,11793,4435,403,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
9,9,27-02-2020 09:52:21,Tbilisi,61df6a1c90,Метадон 1гр,True,2,нет,Тбилиси,1 гр,0.0449,29483,11088,1007,450.0,,,,,,,,,Metadon 1gr
10,10,27-02-2020 09:52:21,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0208,12383,4657,423,189.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
11,11,27-02-2020 09:52:21,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,2 гр,0.0088,5176,1947,177,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
12,12,27-02-2020 09:52:21,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0443,26207,9856,895,400.0,,,,,,,,,"Cocaine, 2 g"
13,13,27-02-2020 09:52:21,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0375,22604,8501,772,345.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
14,14,27-02-2020 09:52:21,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.02,11793,4435,403,180.0,,,,,,,,,Ketamine 2 g
15,15,27-02-2020 09:52:21,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,5,нет,Тбилиси,2 гр,0.0078,4586,1725,157,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
16,16,27-02-2020 09:52:21,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0383,22866,8599,781,349.0,,True,,,,,,,Kokain KOLUMBIA 2g
17,17,27-02-2020 09:52:21,Tbilisi,7ee4f68218,🍃 2гр ГАШИШ 🍃,True,3,нет,Тбилиси,2 гр,0.0116,7207,2710,246,110.0,,,,,,,,,🍃 2gr GAShISh 🍃
18,18,27-02-2020 09:52:21,Tbilisi,7ee4f68218,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,3 гр,0.0115,7124,2674,243,,,,100.0,,,,,,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
19,19,27-02-2020 09:52:21,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0231,13759,5174,470,210.0,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
20,20,27-02-2020 09:52:21,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0116,6879,2587,235,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
21,21,27-02-2020 09:52:21,Tbilisi,ae784bef73,NEW ! Easy Bud ! 3g,True,3,нет,Тбилиси,3 гр,0.0088,5241,1971,179,80.0,,,,,,,,,NEW ! Easy Bud ! 3g
22,22,27-02-2020 09:52:21,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0172,10155,3819,347,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
