,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
19,17-03-2020 12:21:16,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0314,14751,5642,470,199,,,,,,,,,,,VHQ BEST Cocaine 1g.
20,17-03-2020 12:21:16,Tbilisi,V4T,COCAcoLA,cocaine 1gr СУПЕР COCA!!!,,6,нет,Тбилиси,1 гр,0.0299,14825,5670,473,200,True,,,,,,,,,,cocaine 1gr SUPER COCA!!!
21,17-03-2020 12:21:16,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,2,нет,Тбилиси,1 гр,0.0308,14010,5358,447,189,,,,,,,,,,,Kokain HQ 1g.
22,17-03-2020 12:21:16,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1345,66714,25515,2127,900,,,,,,,,,,,Metadon 1gr
23,17-03-2020 12:21:16,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,3,нет,Тбилиси,1 гр,0.003,1483,567,47,20,,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
24,17-03-2020 12:21:16,Tbilisi,9VLN,AlienShop,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,True,10,нет,Тбилиси,1 гр,0.0115,5115,1956,163,69,,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
25,17-03-2020 12:21:16,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,16,нет,Тбилиси,2 гр,0.0135,6671,2552,213,90,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
26,17-03-2020 12:21:16,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,2,нет,Тбилиси,2 гр,0.0113,5115,1956,163,69,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
27,17-03-2020 12:21:16,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0598,26685,10206,851,360,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
28,17-03-2020 12:21:16,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0583,28909,11057,922,390,,,,,,,,,,,VHQ BEST Cocaine 2g.
29,17-03-2020 12:21:16,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,4,нет,Тбилиси,2 гр,0.0052,2594,992,83,35,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
30,17-03-2020 12:21:16,Tbilisi,8B31,bobbyz,3 gr Indica dominant Buds,,1,нет,Тбилиси,3 гр,0.0143,6449,2466,206,87,True,,,,,,,,,,3 gr Indica dominant Buds
31,17-03-2020 12:21:16,Tbilisi,7LHWP,GEOBUDS,3 gr Marijuana Buds -INDICA-,,2,нет,Тбилиси,3 гр,0.014,6301,2410,201,85,True,,,,,,,,,,3 gr Marijuana Buds -INDICA-
32,17-03-2020 12:21:16,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.044,20687,7863,660,,,,250,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
33,17-03-2020 12:21:16,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0174,7783,2977,248,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
34,17-03-2020 12:21:51,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,True,1,нет,Тбилиси,4 гр,0.009,4448,1701,142,60,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
35,17-03-2020 12:21:51,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0479,23720,9072,756,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
36,17-03-2020 12:21:51,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0489,22238,8505,709,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
37,17-03-2020 12:21:51,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0599,28134,10693,897,,,,340,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
38,17-03-2020 12:21:51,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0291,12972,4961,414,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
39,17-03-2020 12:21:51,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1295,58337,22311,1860,787,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
40,17-03-2020 12:21:51,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,12,нет,Тбилиси,5 гр,0.0097,4818,1843,154,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
41,17-03-2020 12:21:51,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0535,24091,9214,768,325,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
42,17-03-2020 12:21:51,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0601,27056,10348,863,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
43,17-03-2020 12:21:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0439,19792,7569,631,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
44,17-03-2020 12:21:51,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0148,7339,2807,234,99,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
45,17-03-2020 12:21:51,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0632,29650,11340,945,400,,,,,,,,,,,gashish evro 10g
46,17-03-2020 12:21:51,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.1045,47070,18002,1501,635,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
47,17-03-2020 12:21:51,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,14,5,Тбилиси,0.27 гр,0.0377,16827,6435,537,227,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
48,17-03-2020 12:21:51,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.108,48182,18428,1536,650,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
49,17-03-2020 12:21:51,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0981,43734,16727,1395,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
50,17-03-2020 12:21:51,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0658,29650,11340,945,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
51,17-03-2020 12:21:51,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0905,40769,15593,1300,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
52,17-03-2020 12:21:51,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0257,11564,4423,369,156,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
53,17-03-2020 12:21:51,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0328,14751,5642,470,199,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
54,17-03-2020 12:21:51,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0263,11860,4536,378,160,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
55,17-03-2020 12:21:51,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0328,14751,5642,470,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
56,17-03-2020 12:21:51,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0328,14751,5642,470,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
57,17-03-2020 12:21:51,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0239,10748,4111,343,145,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
58,17-03-2020 12:21:51,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0328,16234,6209,518,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
59,17-03-2020 12:21:51,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,True,нет,3,Тбилиси,5 гр,0.0347,16308,6237,520,220,,,,,,,,,,,Hybrid Gagarin. 5g.
60,17-03-2020 12:21:51,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0499,22238,8505,709,300,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
61,17-03-2020 12:21:51,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0247,11119,4253,355,150,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
62,17-03-2020 12:21:51,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0299,14825,5670,473,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
63,17-03-2020 12:21:51,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3835,190000,87429,6022,,,,,,,,,,,,reagent 25i nbome. 5gr
64,17-03-2020 12:21:51,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4488,222379,85050,7091,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
65,17-03-2020 12:21:51,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1428,63674,24353,2030,859,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
66,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0308,13713,5245,437,185,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
67,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0813,36248,13863,1156,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
68,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0547,24388,9327,778,329,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
69,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,10,Тбилиси,5 гр,0.0299,13343,5103,425,180,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
70,17-03-2020 12:22:37,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1481,66714,25515,2127,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
71,17-03-2020 12:22:37,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1152,51888,19845,1655,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
72,17-03-2020 12:22:37,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0657,29576,11312,943,399,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,17-03-2020 12:22:37,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0582,25944,9923,827,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
74,17-03-2020 12:22:37,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1317,59301,22680,1891,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
75,17-03-2020 12:22:37,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3662,164931,63079,5259,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2408,107409,41079,3425,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
77,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0613,27353,10461,872,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
78,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0497,22164,8477,707,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
79,17-03-2020 12:22:37,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0996,44402,16982,1416,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
80,17-03-2020 12:22:37,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1795,88951,34020,2836,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
81,17-03-2020 12:22:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3291,148252,56700,4727,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,17-03-2020 12:22:37,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3324,148252,56700,4727,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
83,17-03-2020 12:22:37,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4114,185316,70875,5909,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
84,17-03-2020 12:22:37,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2493,111189,42525,3545,1500,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
85,17-03-2020 12:22:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.757,340981,130410,10873,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
86,17-03-2020 12:22:37,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2343,555947,212625,17727,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
87,17-03-2020 12:22:37,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.3988,630073,240975,20091,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
88,17-03-2020 12:22:37,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0299,14825,5670,473,200,,,,,,,,,,,KURYER..500RUB.+BONUS
89,17-03-2020 12:22:37,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0224,11119,4253,355,150,,,,,,,,,,,Rabota na marki (kur'er)
90,17-03-2020 12:22:37,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0329,14825,5670,473,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,17-03-2020 12:22:37,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0411,18532,7088,591,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,17-03-2020 12:22:37,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.491,1111893,425250,35454,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
93,17-03-2020 12:23:38,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,13,нет,Батуми,1 гр,0.0296,14825,5670,473,200,,,,,,,,True,,,NZT-52 limited 1 g muka
94,17-03-2020 12:23:38,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2441,111189,42525,3545,1500,,,,,,,,True,,,Skunk! 50 gr.
95,17-03-2020 12:23:38,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0296,14825,5670,473,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
96,17-03-2020 12:23:38,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3287,148252,56700,4727,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
97,17-03-2020 12:23:38,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2465,111189,42525,3545,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
98,17-03-2020 12:23:38,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0148,7413,2835,236,100,,,,,,,,True,,,kur'er v Batumi
99,17-03-2020 12:23:38,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.037,18532,7088,591,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
100,17-03-2020 12:23:38,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0222,11119,4253,355,150,,,,,,,,True,,,Rabota na marki (kur'er)
101,17-03-2020 12:23:38,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.037,18532,7088,591,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
102,17-03-2020 12:23:38,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.463,1111893,425250,35454,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
103,17-03-2020 12:23:38,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0814,37063,14175,1182,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
104,17-03-2020 12:24:50,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0222,11119,4253,355,150,,,,,,,,,,True,Rabota na marki (kur'er)
