,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
20,20,19-05-2020 10:35:35,Tbilisi,54915c4374,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,9,Тбилиси,0.2 гр,0.01,2619,237,7105,,,,90.0,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
21,21,19-05-2020 10:35:35,Tbilisi,54915c4374,"MDMA ""цунами удовольствия) 0.5 грамм",True,нет,10,Тбилиси,0.5 гр,0.0082,2140,195,5838,80.0,,,,,,,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
22,22,19-05-2020 10:35:35,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",True,нет,7,Тбилиси,0.5 гр,0.0077,2006,183,5473,75.0,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
23,23,19-05-2020 10:35:35,Tbilisi,89f7212915,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0165,4280,390,11677,160.0,,,,,,,,,"""Kief"" Weed trichomes 1G"
24,24,19-05-2020 10:35:35,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.0384,9871,899,26930,369.0,,,,,,,,,❄❄2g HQ COCAINE❄❄
25,25,19-05-2020 10:35:35,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0603,15488,1411,42255,579.0,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
26,26,19-05-2020 10:35:35,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0412,10700,975,29192,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
27,27,19-05-2020 10:35:35,Tbilisi,aeb8abccb9,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0144,3745,341,10217,140.0,True,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
28,28,19-05-2020 10:35:35,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0567,14713,1340,40139,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
29,29,19-05-2020 10:35:35,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0242,6286,573,17150,235.0,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
30,30,19-05-2020 10:35:35,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0247,6420,585,17515,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
31,31,19-05-2020 10:35:35,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0237,6153,560,16785,230.0,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
32,32,19-05-2020 10:35:35,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0164,4253,387,11604,159.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
33,33,19-05-2020 10:35:35,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0247,6420,585,17515,240.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
34,34,19-05-2020 10:36:13,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0164,4253,387,11604,159.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
35,35,19-05-2020 10:36:13,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0247,6420,585,17515,240.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
36,36,19-05-2020 10:36:13,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0247,6420,585,17515,240.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
37,37,19-05-2020 10:36:13,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0237,6153,560,16785,230.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
38,38,19-05-2020 10:36:13,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0205,5858,534,15983,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
39,39,19-05-2020 10:36:13,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0242,6286,573,17150,235.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
40,40,19-05-2020 10:36:13,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0165,4280,390,11677,160.0,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
41,41,19-05-2020 10:36:13,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2439,87429,6341,190000,,,,,,,,,,reagent 25i nbome. 5gr
42,42,19-05-2020 10:36:13,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.281,80250,7310,218939,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
43,43,19-05-2020 10:36:13,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0998,25653,2337,69988,959.0,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
44,44,19-05-2020 10:36:13,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0198,5083,463,13866,190.0,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
45,45,19-05-2020 10:36:13,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0509,13081,1191,35687,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
46,46,19-05-2020 10:36:13,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0197,5056,461,13793,189.0,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
47,47,19-05-2020 10:36:13,Tbilisi,54915c4374,"""Express Batumi"" марки н-боооом 8 шт.",True,нет,4,Тбилиси,8 гр,0.0103,2675,244,7298,100.0,,,,,,,,,"""Express Batumi"" marki n-boooom 8 sht."
48,48,19-05-2020 10:36:13,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0927,24075,2193,65682,900.0,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
49,49,19-05-2020 10:36:13,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0412,10700,975,29192,400.0,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
50,50,19-05-2020 10:36:13,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0721,18725,1706,51086,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
51,51,19-05-2020 10:36:13,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0433,11235,1023,30652,420.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
52,52,19-05-2020 10:36:13,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0103,2675,244,7298,100.0,,,,,,,,,10G Hybrid Marijuana Leafs
53,53,19-05-2020 10:36:13,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0824,21400,1949,58384,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
54,54,19-05-2020 10:36:13,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0299,7758,707,21164,290.0,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
55,55,19-05-2020 10:36:13,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2293,59519,5421,162380,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
56,56,19-05-2020 10:36:13,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1622,41703,3799,113776,1559.0,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
57,57,19-05-2020 10:36:13,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0384,9871,899,26930,369.0,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
58,58,19-05-2020 10:36:13,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0328,8426,768,22989,315.0,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
59,59,19-05-2020 10:36:13,Tbilisi,f8a875c191,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5203,133750,12183,364899,5000.0,,,,,,,,,METADON - 20 G.
60,60,19-05-2020 10:36:13,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0623,16023,1459,43715,599.0,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
61,61,19-05-2020 10:36:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1133,29425,2680,80278,1100.0,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
62,62,19-05-2020 10:36:13,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2473,64200,5848,175152,2400.0,,,,,,,,,100 gr marijuana buds
63,63,19-05-2020 10:36:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2061,53500,4873,145960,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,64,19-05-2020 10:36:13,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2576,66875,6091,182450,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
65,65,19-05-2020 10:36:13,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6079,157825,14375,430581,5900.0,,,,,,,,,180 gr marihuana persoalno
66,66,19-05-2020 10:36:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.474,123050,11208,335707,4600.0,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
67,67,19-05-2020 10:36:13,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7728,200625,18274,547349,7500.0,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
68,68,19-05-2020 10:36:13,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8758,227375,20710,620328,8500.0,,,,,,,,,10000sht marki 25i-nbome. predoplata
69,69,19-05-2020 10:36:58,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0412,10700,975,29192,400.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
70,70,19-05-2020 10:36:58,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0206,5350,487,14596,200.0,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
71,71,19-05-2020 10:36:58,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0258,6688,609,18245,250.0,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
72,72,19-05-2020 10:36:58,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5596,401250,36548,1094697,15000.0,,,,,,,,,Vakansija optovogo kur'era na mef
73,73,19-05-2020 10:38:03,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2267,58850,5360,160556,2200.0,,,,,,True,,,[100g] SPAIN HASH
74,74,19-05-2020 10:38:03,Batumi,54915c4374,Бупренорфин (аналог суботекса) 0.2 гр.,,нет,8,Батуми,0.2 гр,0.01,2619,237,7105,,,,90.0,,,True,,,Buprenorfin (analog suboteksa) 0.2 gr.
75,75,19-05-2020 10:38:03,Batumi,54915c4374,"MDMA ""цунами удовольствия) 0.5 грамм",,нет,24,Батуми,0.5 гр,0.0093,2408,219,6568,90.0,,,,,,True,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
76,76,19-05-2020 10:38:03,Batumi,54915c4374,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0037,960,87,2605,,,,33.0,,,True,,,Batumi n-booom 2 shtuki
77,77,19-05-2020 10:38:03,Batumi,54915c4374,"""Express Batumi"" марки н-боооом 8 шт.",,нет,10,Батуми,8 гр,0.0103,2675,244,7298,100.0,,,,,,True,,,"""Express Batumi"" marki n-boooom 8 sht."
78,78,19-05-2020 10:38:03,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1595,51992,3771,112990,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
79,79,19-05-2020 10:38:03,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2526,82321,5970,178900,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
80,80,19-05-2020 10:38:03,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,2675,244,7298,100.0,,,,,,True,,,kur'er v Batumi
81,81,19-05-2020 10:38:03,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0234,6688,609,18245,250.0,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
82,82,19-05-2020 10:38:03,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0234,6688,609,18245,250.0,,,,,,True,,,Ischu kur'era v Gruzii!
83,83,19-05-2020 10:38:03,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5597,401250,36548,1094697,15000.0,,,,,,True,,,Vakansija optovogo kur'era na mef
84,84,19-05-2020 10:38:03,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0515,13375,1218,36490,500.0,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
85,85,19-05-2020 10:39:37,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.0212,5618,512,15326,210.0,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
86,86,19-05-2020 10:39:37,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0495,12974,1182,35395,485.0,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,87,19-05-2020 10:39:37,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0377,9898,902,27003,370.0,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,88,19-05-2020 10:39:37,Kutaisi,54915c4374,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0206,5350,487,14596,200.0,,,,,,,,True,Rabota na marki (kur'er)
