,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Nadzaladevi,Old Tbilisi (Старый город),€,Дигоми,Didube,Vake,Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
0,15-07-2020 11:25:47,Tbilisi,7LHWP,GEOBUDS,0.5 gr HYBRID buds,True,2,нет,Тбилиси,0.5 гр,0.0035,2347,899,80,33,,,,,,,,,,,,,0.5 gr HYBRID buds
1,15-07-2020 11:25:47,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 0.5G,,2,нет,Тбилиси,0.5 гр,0.0035,2347,899,80,33,True,,,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 0.5G
2,15-07-2020 11:25:47,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! VHQ BUDS 0.5G,,3,нет,Тбилиси,0.5 гр,0.0037,2489,954,85,35,True,,,,,,,,,,,,NEW ! Silver Haze NEW ! VHQ BUDS 0.5G
3,15-07-2020 11:25:47,Tbilisi,LGRP8,Walker12,Новости ! Наш магазин предлагает новые продукты !! Original Gangster !! 0.5 !!,,3,нет,Тбилиси,0.5 гр,0.0032,2134,818,73,30,,True,,,,,,,,,,,Novosti ! Nash magazin predlagaet novye produkty !! Original Gangster !! 0.5 !!
4,15-07-2020 11:25:47,Tbilisi,JVZTQ,partyshop,1 Amnesia Haze марихуана шишки тгк 25%,,2,нет,Тбилиси,1 гр,0.0063,4268,1635,145,60,True,,,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
5,15-07-2020 11:25:47,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds,,1,нет,Тбилиси,1 гр,0.0062,4197,1608,143,59,True,,,,,,,,,,,,1 G Hybrid Marijuana Buds
6,15-07-2020 11:25:47,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,5,нет,Тбилиси,1 гр,0.0063,4268,1635,145,60,,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
7,15-07-2020 11:25:47,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,6,нет,Тбилиси,1 гр,0.0063,4268,1635,145,60,,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
8,15-07-2020 11:25:47,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,2,нет,Тбилиси,1 гр,0.0062,4197,1608,143,59,,,,,,,,,,,,,1 gr super lemon haze probnik
9,15-07-2020 11:25:47,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,True,7,нет,Тбилиси,1 гр,0.0062,4197,1608,143,59,,,,,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
10,15-07-2020 11:25:47,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,4,нет,Тбилиси,1 гр,0.0063,4268,1635,145,60,,,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
11,15-07-2020 11:25:47,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,7,нет,Тбилиси,1 гр,0.0062,4197,1608,143,59,,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
12,15-07-2020 11:25:47,Tbilisi,ABOAB,ProGrow,1G ---> Big Devil (BTC - Sale),True,11,нет,Тбилиси,1 гр,0.0053,3556,1363,121,50,,,,,,,,,,,,,1G ---> Big Devil (BTC - Sale)
13,15-07-2020 11:25:47,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,10,нет,Тбилиси,1 гр,0.0051,3485,1335,119,49,,,,,,,,,,,,,1gr HYBRID o.g
14,15-07-2020 11:25:47,Tbilisi,BB6E,WEEDSH0P,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,True,2,нет,Тбилиси,1 гр,0.0063,4268,1635,145,60,,,,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
15,15-07-2020 11:25:47,Tbilisi,QVK5,Galiak,Gorilla Glue 1G Super strong weed LIMITED,,2,нет,Тбилиси,1 гр,0.0063,4268,1635,145,60,,,True,,,,,,,,,,Gorilla Glue 1G Super strong weed LIMITED
16,15-07-2020 11:25:47,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! BUDS ! 1G,True,1,нет,Тбилиси,1 гр,0.0058,3912,1499,133,55,,,,,,,,,,,,,NEW ! Super Critical ! NEW ! BUDS ! 1G
17,15-07-2020 11:25:47,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,True,1,нет,Тбилиси,1 гр,0.0053,3912,1499,133,55,,,,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
18,15-07-2020 11:25:47,Tbilisi,I7IU,MrPickless,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,True,3,нет,Тбилиси,1 гр,0.005,3556,1363,121,50,,,,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
19,15-07-2020 11:25:47,Tbilisi,QVK5,Galiak,уро / Hammer 1G 100% Center Buds! центровки !! LIMITED,,1,нет,Тбилиси,1 гр,0.0074,4979,1908,169,70,,,True,,,,,,,,,,uro / Hammer 1G 100% Center Buds! tsentrovki !! LIMITED
20,15-07-2020 11:25:47,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,3,нет,Тбилиси,1 гр,0.0072,4837,1860,165,,,,,60,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
21,15-07-2020 11:25:47,Tbilisi,LGRP8,Walker12,Новости ! Наш магазин предлагает новые продукты !! Original Gangster !! 1.2 gr !!,,3,нет,Тбилиси,1.2 гр,0.0055,3699,1417,126,52,True,,,,,,,,,,,,Novosti ! Nash magazin predlagaet novye produkty !! Original Gangster !! 1.2 gr !!
22,15-07-2020 11:25:47,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,5,нет,Тбилиси,2 гр,0.0104,7042,2698,240,99,True,,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
23,15-07-2020 11:25:47,Tbilisi,LYHBG,Playboy,"2 Ecstasy, ""Rolex"" ! ! ! ****NEW**** ! ! ! SALE !! SALE ! ! !",True,16,нет,Тбилиси,2 гр,0.0116,7753,2970,264,109,,,,,,,,,,,,,"2 Ecstasy, ""Rolex"" ! ! ! ****NEW**** ! ! ! SALE !! SALE ! ! !"
24,15-07-2020 11:25:47,Tbilisi,BB6E,WEEDSH0P,"2 g Super Lemon Haze auto , марихуана BUDS thc 25% если платите с бтк скидка .5%",True,2,нет,Тбилиси,2 гр,0.0116,7824,2998,266,110,,,,,,,,,,,,,"2 g Super Lemon Haze auto , marihuana BUDS thc 25% esli platite s btk skidka .5%"
25,15-07-2020 11:25:47,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,8,нет,Тбилиси,2 гр,0.0126,8535,3270,290,120,,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
26,15-07-2020 11:25:47,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,True,2,нет,Тбилиси,2 гр,0.0126,8535,3270,290,120,,,,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
27,15-07-2020 11:25:47,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,True,3,нет,Тбилиси,2 гр,0.0116,7824,2998,266,110,,,,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
28,15-07-2020 11:25:47,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,2 гр,0.0126,8535,3270,290,120,,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
29,15-07-2020 11:25:47,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,3,нет,Тбилиси,2 гр,0.0105,7113,2725,242,100,,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
30,15-07-2020 11:25:47,Tbilisi,3Y9,HIGHTHC,2 г Skunk #1 марихуана шишки тгк 29% VHQ,True,1,нет,Тбилиси,2 гр,0.0105,7113,2725,242,100,,,,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
31,15-07-2020 11:25:47,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,1,нет,Тбилиси,2 гр,0.0092,6259,2398,213,88,,,,,,,,,,,,,2gr HYBRID buds
32,15-07-2020 11:25:47,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,7,нет,Тбилиси,2 гр,0.0105,7824,2998,266,110,,,,,True,True,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
33,15-07-2020 11:25:47,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,3,нет,Тбилиси,2 гр,0.0126,8535,3270,290,120,,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
34,15-07-2020 11:25:47,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 2gram (prob),True,2,нет,Тбилиси,2 гр,0.0057,4268,1635,145,60,,,,,,,,,,,,,Northern Lights Regular [budsonly] 2gram (prob)
35,15-07-2020 11:26:16,Tbilisi,9R7SU,ClownBaroN,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE,,1,нет,Тбилиси,2.2 гр,0.0112,7611,2916,259,107,True,,,,,,,,,,,,2.2G Peppermint Kush ( 26% ^THC^VHQ) FROM EUROPE
36,15-07-2020 11:26:16,Tbilisi,3TGJ9,Elegant,3g. марихуана шишки Critical,True,1,нет,Тбилиси,3 гр,0.0124,9247,3543,315,130,,,,,,,,,,,,,3g. marihuana shishki Critical
37,15-07-2020 11:26:16,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,35,нет,Тбилиси,3 гр,0.0058,3912,1499,133,55,,,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
38,15-07-2020 11:26:16,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,2,нет,Тбилиси,5 гр,0.0273,18493,7085,629,260,,,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
39,15-07-2020 11:26:16,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,5 гр,0.0283,19204,7358,653,270,,,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
40,15-07-2020 11:26:16,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,2,нет,Тбилиси,5 гр,0.0186,13870,5314,472,195,,,,,,,,,,,,,5g. marihuana shishki Critical
41,15-07-2020 11:26:16,Tbilisi,7U9YP,ChitosPizz,Гашиш Твердый 5гр,True,2,нет,Тбилиси,5 гр,0.0181,13514,5178,460,190,,,,,,,,,,,,,Gashish Tverdyj 5gr
42,15-07-2020 11:26:16,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,5,нет,Тбилиси,5 гр,0.021,14226,5450,484,200,,,,,,,True,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
43,15-07-2020 11:26:16,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,1,нет,Тбилиси,5 гр,0.0052,3912,1499,133,55,,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
44,15-07-2020 11:26:16,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,2,нет,Тбилиси,10 гр,0.0458,32007,12263,1089,450,,,,,,,,,,,,,Gashish Evro 10gr
45,15-07-2020 11:26:16,Tbilisi,3TGJ9,Elegant,12g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0315,23472,8993,798,330,,,,,,,,,,,,,12g. marihuana shishki Critical
46,15-07-2020 11:26:16,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0068,4623,1771,157,65,,,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
47,15-07-2020 11:26:16,Tbilisi,HWUW,opiopi,GABAGAMA 40 SHTUK,True,1,нет,Тбилиси,40 гр,0.0052,3556,1363,121,50,,,,,,,,,,,,,GABAGAMA 40 SHTUK
48,15-07-2020 11:26:16,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2119,142255,54500,4839,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
49,15-07-2020 11:26:16,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.0372,24993,9610,850,,,,,310,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
50,15-07-2020 11:26:16,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭,True,нет,6,Тбилиси,2 гр,0.0231,15648,5995,532,220,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 2G🍭🍭🍭
51,15-07-2020 11:26:16,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gram,True,нет,10,Тбилиси,3 гр,0.0143,10669,4088,363,150,,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gram
52,15-07-2020 11:26:16,Tbilisi,7U9YP,ChitosPizz,Кристаллы Синие мощные 3гр,True,нет,1,Тбилиси,3 гр,0.063,46944,17985,1597,660,,,,,,,,,,,,,Kristally Sinie moschnye 3gr
53,15-07-2020 11:26:16,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,1,Тбилиси,4 гр,0.042,28451,10900,968,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
54,15-07-2020 11:26:16,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 4грам,True,нет,10,Тбилиси,4 гр,0.0062,4623,1771,157,65,,,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
