,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Nadzaladevi,Old Tbilisi (Старый город),€,Дигоми,Didube,Vake,Авлобари,Varketili,Батуми,Центр,Кутаиси,desc_en
55,15-07-2020 11:26:16,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0262,17782,6813,605,250,,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
56,15-07-2020 11:26:16,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,4,Тбилиси,5 гр,0.0577,39120,14988,1331,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
57,15-07-2020 11:26:16,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,2,6,Тбилиси,5 гр,0.0283,19204,7358,653,270,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
58,15-07-2020 11:26:16,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,2,5,Тбилиси,5 гр,0.0294,19916,7630,677,280,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
59,15-07-2020 11:26:16,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0289,19560,7494,665,275,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
60,15-07-2020 11:26:16,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,1,4,Тбилиси,5 гр,0.0252,17071,6540,581,240,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
61,15-07-2020 11:26:16,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0294,19916,7630,677,280,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
62,15-07-2020 11:26:16,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0283,19204,7358,653,270,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,15-07-2020 11:26:16,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0209,15577,5968,530,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,15-07-2020 11:26:16,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0283,19204,7358,653,270,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
65,15-07-2020 11:26:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2549,190000,87429,6462,,,,,,,,,,,,,,reagent 25i nbome. 5gr
66,15-07-2020 11:26:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2863,213383,81750,7258,3000,,,True,,,,,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
67,15-07-2020 11:26:16,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,True,нет,5,Тбилиси,5 гр,0.0525,35564,13625,1210,500,,,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
68,15-07-2020 11:26:16,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,5 гр,0.024,16125,6200,549,,,,,200,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
69,15-07-2020 11:26:16,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0945,64015,24525,2177,900,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,15-07-2020 11:27:12,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0441,29874,11445,1016,420,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,15-07-2020 11:27:12,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.084,56902,21800,1936,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,15-07-2020 11:27:12,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2337,158259,60631,5383,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
73,15-07-2020 11:27:12,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.0529,35474,13640,1207,,,,,440,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
74,15-07-2020 11:27:12,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0469,31443,12090,1070,,,,,390,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
75,15-07-2020 11:27:12,Tbilisi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",True,нет,2,Тбилиси,11 гр,0.0479,32169,12369,1095,,,,,399,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
76,15-07-2020 11:27:12,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0621,46233,17713,1573,650,,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
77,15-07-2020 11:27:12,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2521,170706,65400,5807,2400,,,,,,,,,,,,,100 gr marijuana buds
78,15-07-2020 11:27:12,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2626,177819,68125,6049,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
79,15-07-2020 11:27:12,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6197,419652,160775,14274,5900,,,,,,,,,,,,,180 gr marihuana persoalno
80,15-07-2020 11:27:12,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8928,604584,231625,20565,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
81,15-07-2020 11:27:12,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0191,14226,5450,484,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
82,15-07-2020 11:27:12,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0263,17782,6813,605,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,15-07-2020 11:27:12,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.021,14226,5450,484,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,15-07-2020 11:27:12,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0263,17782,6813,605,250,,,,,,,,,,,,,Rabota na marki (kur'er)
85,15-07-2020 11:27:12,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0525,35564,13625,1210,500,,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
86,15-07-2020 11:27:12,Tbilisi,X4ZM,ZYX,Работа курьером,True,нет,1,Тбилиси,10 гр,0.0191,14226,5450,484,200,,,,,,,,,,,,,Rabota kur'erom
87,15-07-2020 11:27:12,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5898,1066913,408750,36291,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
88,15-07-2020 11:27:12,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0525,35564,13625,1210,500,,,True,,,,True,,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
89,15-07-2020 11:28:44,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,4,5,Батуми,0.3 гр,0.0318,21338,8175,726,300,,,,,,,,,,True,,,METADON - 0.30 - SALE
90,15-07-2020 11:28:44,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,12,нет,Батуми,2 гр,0.0044,2987,1145,102,42,,,,,,,,,,True,,,Melkie shishki (Indica) 2g
91,15-07-2020 11:28:44,Batumi,5HQU,LIKEaBOSS,ASTRAL 3g,,2,нет,Батуми,3 гр,0.0258,19204,7358,653,270,,,,,,,,,,True,,,ASTRAL 3g
92,15-07-2020 11:28:44,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0372,24993,9610,850,,,,,310,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
93,15-07-2020 11:28:44,Batumi,BN40,Panters,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0334,24895,9538,847,350,,,,,,,,,,True,,,Mefedron 3g
94,15-07-2020 11:28:44,Batumi,BN40,Panters,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0401,29874,11445,1016,420,,,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
95,15-07-2020 11:28:44,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0529,35474,13640,1207,,,,,440,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
96,15-07-2020 11:28:44,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0469,31443,12090,1070,,,,,390,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
