,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Vake,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
26,07-03-2020 01:02:58,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0165,10398,3870,344,154,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
27,07-03-2020 01:02:58,Tbilisi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,1,нет,Тбилиси,5 гр,0.0265,16879,6283,559,250,True,,,,,,,,,,Super Critical HIGHEST QUALITY 5G
28,07-03-2020 01:02:58,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.0063,4389,1633,145,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
29,07-03-2020 01:02:58,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,2,нет,Тбилиси,5 гр,0.0295,19580,7288,648,290,,,,,,,,,,,🍃 5gr GAShISh 🍃
30,07-03-2020 01:02:58,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0386,24644,9172,816,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
31,07-03-2020 01:02:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0283,18027,6710,597,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
32,07-03-2020 01:02:58,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0406,27007,10052,894,400,,,,,,,,,,,gashish evro 10g
33,07-03-2020 01:02:58,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0789,52461,19526,1737,777,,,,,,,,,,,Gashish Evro 20gr
34,07-03-2020 01:02:58,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G,True,нет,5,Тбилиси,0.27 гр,0.0289,18230,6785,604,270,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G
35,07-03-2020 01:04:14,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.0694,43886,16335,1453,650,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
36,07-03-2020 01:04:14,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 3.0g BTC SALE 5% SALE!!! SALE!!! (Место на ваш выбор!!!),True,нет,1,Тбилиси,3 гр,0.0555,35447,13193,1174,525,,,,,,,,,,,Columbia Cocaine VHQ 3.0g BTC SALE 5% SALE!!! SALE!!! (Mesto na vash vybor!!!)
37,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.063,39835,14827,1319,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
38,07-03-2020 01:04:14,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0423,27007,10052,894,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
39,07-03-2020 01:04:14,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0582,37135,13822,1230,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
40,07-03-2020 01:04:14,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0201,12828,4775,425,190,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
41,07-03-2020 01:04:14,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.021,13436,5001,445,199,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
42,07-03-2020 01:04:14,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0212,13504,5026,447,200,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
43,07-03-2020 01:04:14,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.021,13436,5001,445,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
44,07-03-2020 01:04:14,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.021,13436,5001,445,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
45,07-03-2020 01:04:14,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0201,12828,4775,425,190,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
46,07-03-2020 01:04:14,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0211,14786,5503,490,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
47,07-03-2020 01:04:14,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.032,20255,7539,671,300,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
48,07-03-2020 01:04:14,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g BTC SALE 5%(Место на ваш выбор!!!),True,нет,2,Тбилиси,5 гр,0.0418,26669,9926,883,395,,,,,,,,,,,MDMA from Europe!!! 5g BTC SALE 5%(Mesto na vash vybor!!!)
49,07-03-2020 01:04:14,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0201,12828,4775,425,190,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
50,07-03-2020 01:04:14,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,16,Тбилиси,5 гр,0.0192,13504,5026,447,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
51,07-03-2020 01:04:14,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2706,190000,87429,6413,,,,,,,,,,,,reagent 25i nbome. 5gr
52,07-03-2020 01:04:14,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2885,202553,75390,6707,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0918,57998,21587,1920,859,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0198,12491,4649,414,185,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
55,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0522,33016,12289,1093,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
56,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0351,22213,8268,736,329,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
57,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0192,12153,4523,402,180,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
58,07-03-2020 01:04:14,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0952,60766,22617,2012,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
59,07-03-2020 01:04:14,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.074,47262,17591,1565,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
60,07-03-2020 01:04:14,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0422,26939,10027,892,399,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
61,07-03-2020 01:04:14,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0374,23631,8796,783,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
62,07-03-2020 01:04:14,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0846,54014,20104,1789,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,07-03-2020 01:04:14,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2353,150226,55914,4974,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
64,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1548,97833,36413,3240,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
65,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0394,24914,9273,825,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
66,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0319,20188,7514,668,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
67,07-03-2020 01:04:14,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.064,40443,15053,1339,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
68,07-03-2020 01:04:14,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.071,47262,17591,1565,700,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
69,07-03-2020 01:04:14,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1154,81021,30156,2683,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
70,07-03-2020 01:05:13,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1014,67450,25105,2233,999,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
71,07-03-2020 01:05:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2116,135035,50260,4471,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
72,07-03-2020 01:05:13,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2138,135035,50260,4471,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
73,07-03-2020 01:05:13,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2646,168794,62825,5589,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
74,07-03-2020 01:05:13,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1603,101276,37695,3354,1500,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
75,07-03-2020 01:05:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4868,310581,115598,10284,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
76,07-03-2020 01:05:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7937,506381,188475,16768,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
77,07-03-2020 01:05:13,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8995,573899,213605,19003,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
78,07-03-2020 01:05:13,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0192,13504,5026,447,200,,,,,,,,,,,KURYER..500RUB.+BONUS
79,07-03-2020 01:05:13,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0192,13504,5026,447,200,,,,,,,,,,,Trebuetsja Kur'er
80,07-03-2020 01:05:13,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0144,10128,3770,335,150,,,,,,,,,,,Rabota na marki (kur'er)
81,07-03-2020 01:05:13,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0212,13504,5026,447,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,07-03-2020 01:05:13,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0265,16879,6283,559,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,07-03-2020 01:05:13,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6018,1012763,376950,33536,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
84,07-03-2020 01:06:27,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,27,нет,Батуми,1 гр,0.0192,13504,5026,447,200,,,,,,,,True,,,NZT-52 limited 1 g muka
85,07-03-2020 01:06:27,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,5,нет,Батуми,1 гр,0.0063,4051,1508,134,60,,,,,,,,True,,,ORANGE PUNCH [1g]
86,07-03-2020 01:06:27,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0346,24306,9047,805,360,,,,,,,,True,,,NZT-52 limited 2g muka
87,07-03-2020 01:06:27,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,5,нет,Батуми,2 гр,0.0106,6752,2513,224,100,,,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
88,07-03-2020 01:06:27,Batumi,CL7K,go420times,ТРАВА ORANGE PUNCH [2g],,3,нет,Батуми,2 гр,0.0053,3376,1257,112,50,,,,,,,,True,,,TRAVA ORANGE PUNCH [2g]
89,07-03-2020 01:06:27,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0264,16879,6283,559,250,,,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
90,07-03-2020 01:06:27,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1586,101276,37695,3354,1500,,,,,,,,True,,,Skunk! 50 gr.
91,07-03-2020 01:06:27,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,2,5,Батуми,0.27 гр,0.0288,18230,6785,604,270,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
92,07-03-2020 01:06:27,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0192,13504,5026,447,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
93,07-03-2020 01:06:27,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2136,135035,50260,4471,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
94,07-03-2020 01:06:27,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1602,101276,37695,3354,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,07-03-2020 01:06:27,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0107,6752,2513,224,100,,,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
96,07-03-2020 01:06:27,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0048,3376,1257,112,50,,,,,,,,True,,,kur'er v Batumi
97,07-03-2020 01:06:27,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,16879,6283,559,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
98,07-03-2020 01:06:27,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0144,10128,3770,335,150,,,,,,,,True,,,Rabota na marki (kur'er)
99,07-03-2020 01:06:27,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,16879,6283,559,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
100,07-03-2020 01:06:27,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6006,1012763,376950,33536,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
101,07-03-2020 01:06:27,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0529,33759,12565,1118,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
102,07-03-2020 01:08:08,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0115,7292,2714,241,108,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
103,07-03-2020 01:08:08,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0107,6752,2513,224,100,,,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
104,07-03-2020 01:08:08,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0144,10128,3770,335,150,,,,,,,,,,True,Rabota na marki (kur'er)
