,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Varketili,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
20,19-02-2020 15:12:16,Tbilisi,OX85,amnesia420,1g BLUE CHEESE Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,1 гр,0.0034,2484,956,86,39,,,,,,,,,,,1g BLUE CHEESE Indica THC 18% / BTC -10% sale
21,19-02-2020 15:12:16,Tbilisi,LYHBG,Playboy,1g MDMA - !!!NEW!!! - Purity 93%,True,10,нет,Тбилиси,1 гр,0.0107,6942,2672,240,109,,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
22,19-02-2020 15:12:16,Tbilisi,SF03,CRAZYFROG,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,2,нет,Тбилиси,1 гр,0.0089,5847,2261,203,,,,,85,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
23,19-02-2020 15:12:16,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,3,нет,Тбилиси,1 гр,0.0082,5413,2083,187,85,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
24,19-02-2020 15:12:16,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,4,нет,Тбилиси,1 гр,0.0085,5847,2261,203,,,,,85,,,,,,,1gr mdma (skidka v bitkoin 5%)
25,19-02-2020 15:12:16,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,1 гр,0.0194,12610,4853,436,198,,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
26,19-02-2020 15:12:16,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,7,нет,Тбилиси,1 гр,0.0215,14011,5392,485,220,,,,,,,,,,,"Cocaine, 1g"
27,19-02-2020 15:12:16,Tbilisi,X4ZM,ZYX,Gorilla Glue! 1G ! NEW !,True,1,нет,Тбилиси,1 гр,0.0039,2548,980,88,40,,,,,,,,,,,Gorilla Glue! 1G ! NEW !
28,19-02-2020 15:12:16,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 1g,True,12,нет,Тбилиси,1 гр,0.0074,4840,1863,167,76,,,,,,,,,,,Hashish Ice-o-lator 1g
29,19-02-2020 15:12:16,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.0185,12037,4632,416,189,,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
30,19-02-2020 15:12:16,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0185,12674,4877,438,199,,,,,,,,,,,VHQ BEST Cocaine 1g.
31,19-02-2020 15:13:02,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0162,11145,4289,386,175,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
32,19-02-2020 15:13:02,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,2,нет,Тбилиси,1 гр,0.0181,12037,4632,416,189,,,,,,,,,,,Kokain HQ 1g.
33,19-02-2020 15:13:02,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,3,нет,Тбилиси,1 гр,0.0173,11400,4387,394,179,,,,,True,,,,,,Kokain KOLUMBIA 1g
34,19-02-2020 15:13:02,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,3,нет,Тбилиси,1 гр,0.0395,28659,11030,991,450,,,,,,,,,,,Metadon 1gr
35,19-02-2020 15:13:02,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,5,нет,Тбилиси,1 гр,0.0387,25475,9804,881,400,,,,,,,,,,,"Metadon, 1gr"
36,19-02-2020 15:13:02,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.3g,True,3,нет,Тбилиси,1.3 гр,0.0532,35028,13481,1212,550,,,,,,,,,,,Methadone HQ in city 1.3g
37,19-02-2020 15:13:02,Tbilisi,LYHBG,Playboy,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,2,нет,Тбилиси,2 гр,0.0077,5031,1936,174,79,,,,,,,,,,,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
38,19-02-2020 15:13:02,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,5,нет,Тбилиси,2 гр,0.0075,5413,2083,187,85,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
39,19-02-2020 15:13:02,Tbilisi,0WE,Khachapuri,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.007,4815,1862,167,,,,,70,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
40,19-02-2020 15:13:02,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,3,нет,Тбилиси,2 гр,0.007,4815,1862,167,,,,,70,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
41,19-02-2020 15:13:02,Tbilisi,7R3WM,RastaShop,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,2,нет,Тбилиси,2 гр,0.0079,5222,2010,181,82,,True,True,,,,,,,,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
42,19-02-2020 15:13:02,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,True,13,нет,Тбилиси,2 гр,0.0067,4522,1740,156,71,True,,,,,,,,,,2G -- AK-47 -> Sativa
43,19-02-2020 15:13:02,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,6,нет,Тбилиси,2 гр,0.0077,5031,1936,174,79,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
44,19-02-2020 15:13:02,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0351,22927,8824,793,360,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
45,19-02-2020 15:13:02,Tbilisi,P285,Trippyshop,Cocaine HQ Высокое качество 2020 SALE 2гр.,True,3,нет,Тбилиси,2 гр,0.0361,23564,9069,815,370,,,,,,,,,,,Cocaine HQ Vysokoe kachestvo 2020 SALE 2gr.
46,19-02-2020 15:13:02,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0336,22609,8701,782,355,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
47,19-02-2020 15:13:02,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 2G (BTC sale 10%)",,4,нет,Тбилиси,2 гр,0.0077,5604,2157,194,88,True,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 2G (BTC sale 10%)"
48,19-02-2020 15:13:02,Tbilisi,Z9UT,Rainbow,KALI MIST 2G,,8,нет,Тбилиси,2 гр,0.0097,6369,2451,220,100,True,,,,,,,,,,KALI MIST 2G
49,19-02-2020 15:13:02,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,3,нет,Тбилиси,2 гр,0.0176,11464,4412,397,180,,,,,,,,,,,Ketamine 2 g
50,19-02-2020 15:13:02,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0068,4458,1716,154,70,,,,,,,,,,,"LSD - 250 ug, 2 pieces"
51,19-02-2020 15:13:02,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 2g BTC SALE 5%(ПОДЪЕЗД!!!),,2,нет,Тбилиси,2 гр,0.0166,11145,4289,386,175,,True,,,,,,,,,MDMA from Europe!!! 2g BTC SALE 5%(POD'EZD!!!)
52,19-02-2020 15:13:02,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,2,нет,Тбилиси,2 гр,0.0193,14011,5392,485,220,,,,,,,,,,,NZT-52 mind storm limited 2g muka
53,19-02-2020 15:13:02,Tbilisi,UJP9,420Inc,Pineapple Express 2G pressed buds only (hydro),True,2,нет,Тбилиси,2 гр,0.008,5413,2083,187,85,,,,,,,,,,,Pineapple Express 2G pressed buds only (hydro)
54,19-02-2020 15:13:02,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,5,нет,Тбилиси,2 гр,0.0343,24838,9559,859,390,,,,,,,,,,,VHQ BEST Cocaine 2g.
55,19-02-2020 15:13:02,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0337,22227,8554,769,349,,,,,True,,,,,,Kokain KOLUMBIA 2g
56,19-02-2020 15:13:02,Tbilisi,LYHBG,Playboy,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,1,нет,Тбилиси,3 гр,0.0106,6942,2672,240,109,,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
57,19-02-2020 15:13:02,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,3 гр,0.0105,7642,2941,264,120,,,,,,,,,,,3 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
58,19-02-2020 15:13:02,Tbilisi,OX85,amnesia420,3g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,3 гр,0.0097,7006,2696,242,110,,,,,,,,,,,3g AFGHANI Indica THC 18% / BTC -10% sale
59,19-02-2020 15:13:02,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0237,15603,6005,540,245,,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
60,19-02-2020 15:13:02,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,5,нет,Тбилиси,3 гр,0.0102,6687,2574,231,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
61,19-02-2020 15:13:02,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0272,19743,7598,683,310,,,,,,,,,,,NZT-52 mind storm limited 3g muka
62,19-02-2020 15:13:02,Tbilisi,X4ZM,ZYX,White Widow ! 3G ! grainded,True,1,нет,Тбилиси,3 гр,0.0076,5031,1936,174,79,,,,,,,,,,,White Widow ! 3G ! grainded
63,19-02-2020 15:13:02,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈,True,1,нет,Тбилиси,3 гр,0.0116,7579,2917,262,119,,,,,,,,,,,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈
64,19-02-2020 15:13:02,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,1,нет,Тбилиси,4 гр,0.0065,4267,1642,148,67,,,,,,,,,,,metadon sirop 4ml
65,19-02-2020 15:13:02,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0155,10126,3897,350,159,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
66,19-02-2020 15:13:02,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0151,9872,3799,341,155,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
67,19-02-2020 15:13:45,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0152,9872,3799,341,155,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
68,19-02-2020 15:13:45,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0831,54134,20834,1873,850,,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
69,19-02-2020 15:13:45,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0171,11145,4289,386,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
70,19-02-2020 15:13:45,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,2,нет,Тбилиси,5 гр,0.0144,9553,3677,330,150,,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
71,19-02-2020 15:13:45,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,1,нет,Тбилиси,5 гр,0.015,10827,4167,375,170,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
72,19-02-2020 15:13:45,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0156,10126,3897,350,159,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
73,19-02-2020 15:13:45,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0195,13374,5147,463,210,,,,,,,,,,,gashish evro 5g
74,19-02-2020 15:13:45,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,6,нет,Тбилиси,10 гр,0.0259,17005,6544,588,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
75,19-02-2020 15:13:45,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0293,19106,7353,661,300,,,,,,,,,,,"LSD - 250 ug, 10 pieces"
76,19-02-2020 15:13:45,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0372,25475,9804,881,400,,,,,,,,,,,gashish evro 10g
77,19-02-2020 15:13:45,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,10,нет,Тбилиси,10 гр,0.0084,6050,2328,209,95,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
78,19-02-2020 15:13:45,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0722,49485,19044,1712,777,,,,,,,,,,,Gashish Evro 20gr
79,19-02-2020 15:13:45,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0222,14457,5564,500,227,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
80,19-02-2020 15:13:45,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,3,5,Тбилиси,0.35 гр,0.0292,19043,7328,659,299,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
81,19-02-2020 15:13:45,Tbilisi,TDSHF,THC,Weed From Gali(THC 23%) 1gr,True,нет,1,Тбилиси,1 гр,0.0046,3184,1226,110,50,,,,,,,,,,,Weed From Gali(THC 23%) 1gr
82,19-02-2020 15:13:45,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0587,38212,14706,1322,600,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
83,19-02-2020 15:13:45,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0387,25475,9804,881,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
84,19-02-2020 15:13:45,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0232,15285,5882,529,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
85,19-02-2020 15:13:45,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0242,15922,6128,551,250,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
86,19-02-2020 15:13:45,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.132,95531,36765,3305,1500,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
87,19-02-2020 15:13:45,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0242,15922,6128,551,250,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
88,19-02-2020 15:13:45,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0242,15922,6128,551,250,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
89,19-02-2020 15:13:45,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0193,12674,4877,438,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
90,19-02-2020 15:13:45,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0242,15922,6128,551,250,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
91,19-02-2020 15:13:45,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0193,13948,5368,482,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
92,19-02-2020 15:13:45,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0184,13311,5123,460,209,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
93,19-02-2020 15:13:45,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0184,13311,5123,460,209,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
94,19-02-2020 15:13:45,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0242,15922,6128,551,250,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
95,19-02-2020 15:13:45,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0176,12737,4902,441,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
96,19-02-2020 15:13:45,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2626,190000,87429,6563,,,,,,,,,,,,reagent 25i nbome. 5gr
97,19-02-2020 15:13:45,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2641,191062,73530,6609,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
98,19-02-2020 15:13:45,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0478,31143,11985,1077,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
99,19-02-2020 15:13:45,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0791,52000,23928,1796,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
100,19-02-2020 15:13:45,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0386,25411,9779,879,399,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
101,19-02-2020 15:14:14,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.1761,127375,49020,4406,2000,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
102,19-02-2020 15:14:14,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0775,50950,19608,1762,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
103,19-02-2020 15:14:14,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0351,25411,9779,879,399,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
