,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Varketili,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Батуми,€,Центр,Кутаиси,desc_en
20,21-04-2020 20:57:13,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,,3,нет,Тбилиси,5 гр,0.0234,12887,4631,414,169,True,,,,,,,,,5gr Stardawg Auto WEED BUDS
21,21-04-2020 20:57:13,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!!,True,3,нет,Тбилиси,10 гр,0.0138,7626,2740,245,100,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!!
22,21-04-2020 20:57:13,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0531,30502,10960,980,400,,,,,,,,,,gashish evro 10g
23,21-04-2020 20:57:13,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.1032,59251,21290,1904,777,,,,,,,,,,Gashish Evro 20gr
24,21-04-2020 20:57:13,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2517,152512,54800,4901,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
25,21-04-2020 20:57:13,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,10,Тбилиси,2 гр,0.0516,28139,10111,904,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
26,21-04-2020 20:57:13,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0825,44991,16166,1446,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
27,21-04-2020 20:57:13,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0554,30502,10960,980,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
28,21-04-2020 20:57:13,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0222,12201,4384,392,160,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
29,21-04-2020 20:57:13,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0761,41941,15070,1348,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,21-04-2020 20:57:13,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0235,12964,4658,417,170,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
31,21-04-2020 20:57:13,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0275,15175,5453,488,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,21-04-2020 20:57:13,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0275,15175,5453,488,199,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,21-04-2020 20:57:48,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0276,16700,6001,537,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,21-04-2020 20:57:48,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0276,15175,5453,488,199,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
35,21-04-2020 20:57:48,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3138,190000,87429,6236,,,,,,,,,,,reagent 25i nbome. 5gr
36,21-04-2020 20:57:48,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3779,228769,82200,7352,3000,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
37,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,10,Тбилиси,5 гр,0.1216,66267,23811,2130,869,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
38,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,5,Тбилиси,5 гр,0.0264,14412,5179,463,189,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
39,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0266,14489,5206,466,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
40,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0684,37289,13399,1198,489,,,,,,,,,,💘✨5g. MDMA ✨💘
41,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0264,14412,5179,463,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
42,21-04-2020 20:57:48,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1247,68631,24660,2206,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
43,21-04-2020 20:57:48,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.097,53379,19180,1715,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
44,21-04-2020 20:57:48,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,24402,8768,784,320,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
45,21-04-2020 20:57:48,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1108,61005,21920,1960,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
46,21-04-2020 20:57:48,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3083,169670,60965,5453,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
47,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.2028,110495,39703,3551,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
48,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0516,28139,10111,904,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
49,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0418,22801,8193,733,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
50,21-04-2020 20:57:48,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0838,45677,16413,1468,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
51,21-04-2020 20:57:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1524,83882,30140,2696,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
52,21-04-2020 20:57:48,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3325,183015,65760,5881,2400,,,,,,,,,,100 gr marijuana buds
53,21-04-2020 20:57:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2771,152512,54800,4901,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
54,21-04-2020 20:57:48,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2799,152512,54800,4901,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
55,21-04-2020 20:57:48,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3464,190641,68500,6127,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
56,21-04-2020 20:57:48,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.8174,449912,161660,14459,5900,,,,,,,,,,180 gr marihuana persoalno
57,21-04-2020 20:57:48,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,1,Тбилиси,200 гр,0.4364,240207,86310,7719,3150,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
58,21-04-2020 20:57:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6373,350779,126040,11273,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
59,21-04-2020 20:57:48,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0391,571922,205500,18380,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
60,21-04-2020 20:57:48,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1776,648178,232900,20830,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
61,21-04-2020 20:57:48,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0252,15251,5480,490,200,,,,,,,,,,KURYER..500RUB.+BONUS
62,21-04-2020 20:57:48,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0277,15251,5480,490,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
63,21-04-2020 20:57:48,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0346,19064,6850,613,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
64,21-04-2020 20:57:48,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0277,15251,5480,490,200,,,,,,,,,,Rabota na marki (kur'er)
65,21-04-2020 20:57:48,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0971,1143843,411000,36759,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
66,21-04-2020 20:58:58,Batumi,A3I9,Joookerrr,Батуми н-бооом 1 штука,,3,нет,Батуми,1 гр,0.0025,1487,535,48,,,,,,,True,18,,,Batumi n-booom 1 shtuka
67,21-04-2020 20:58:58,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,7,нет,Батуми,2 гр,0.0048,2644,950,85,,,,,,,True,32,,,Batumi n-booom 2 shtuki
68,21-04-2020 20:58:58,Batumi,A3I9,Joookerrr,Батуми н-бооом 4 штуки,,5,нет,Батуми,4 гр,0.0075,4544,1634,146,,,,,,,True,55,True,,Batumi n-booom 4 shtuki
69,21-04-2020 20:58:58,Batumi,A3I9,Joookerrr,Батуми н-бооом 5 штук,,4,нет,Батуми,5 гр,0.0082,4957,1782,160,,,,,,,True,60,,,Batumi n-booom 5 shtuk
70,21-04-2020 20:58:58,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3046,167764,60280,5391,2200,,,,,,True,,,,[100g] SPAIN HASH
71,21-04-2020 20:58:58,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2796,152512,54800,4901,2000,,,,,,True,,,,SUBOXIN - HQ - 100 G.
72,21-04-2020 20:58:58,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,7626,2740,245,100,,,,,,True,,,,kur'er v Batumi
73,21-04-2020 20:58:58,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0315,19064,6850,613,250,,,,,,True,,,,Rabota kladmenom. Tol'ko shishki.
74,21-04-2020 20:58:58,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0315,19064,6850,613,250,,,,,,True,,,,Ischu kur'era v Gruzii!
75,21-04-2020 20:58:58,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0954,1143843,411000,36759,15000,,,,,,True,,,,Vakansija optovogo kur'era na mef
76,21-04-2020 20:58:58,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0692,38128,13700,1225,500,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
77,21-04-2020 21:00:23,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0259,14412,5179,463,189,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
78,21-04-2020 21:00:23,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,2 гр,0.0615,33858,12166,1088,444,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
79,21-04-2020 21:00:23,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0429,23639,8494,760,310,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
80,21-04-2020 21:00:23,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0277,15251,5480,490,200,,,,,,,,,True,Rabota na marki (kur'er)
