,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Nadzaladevi,Old Tbilisi (Старый город),Vake,Gldani,Didube,€,Авлобари,Центр,Батуми,Кутаиси,desc_en
97,04-04-2020 01:22:04,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.0078,4275,1521,142,55,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
98,04-04-2020 01:22:04,Batumi,V4T,COCAcoLA,mephedrone 1gr СКИДКА КАРАНТИННАЯ!!!!,,2,нет,Батуми,1 гр,0.0144,7851,2793,262,101,,,,,,,,,True,,,mephedrone 1gr SKIDKA KARANTINNAJa!!!!
99,04-04-2020 01:22:04,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3138,171012,60830,5696,2200,,,,,,,,,,True,,[100g] SPAIN HASH
100,04-04-2020 01:22:04,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,13,Батуми,5 гр,0.0259,15547,5530,518,200,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
101,04-04-2020 01:22:04,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2881,155465,55300,5179,2000,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
102,04-04-2020 01:22:04,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2161,116599,41475,3884,1500,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
103,04-04-2020 01:22:04,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.013,7773,2765,259,100,,,,,,,,,,True,,kur'er v Batumi
104,04-04-2020 01:22:04,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0324,19433,6913,647,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
105,04-04-2020 01:22:04,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0324,19433,6913,647,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
106,04-04-2020 01:22:04,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0389,23320,8295,777,300,,,,,,,,,,True,,Rabota na marki (kur'er)
107,04-04-2020 01:22:04,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1591,1165988,414750,38840,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
108,04-04-2020 01:22:04,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0713,38866,13825,1295,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
109,04-04-2020 01:23:02,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1 гр,0.027,14847,5281,495,191,,,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
110,04-04-2020 01:23:02,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,1.5 гр,0.0205,11271,4009,375,145,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
111,04-04-2020 01:23:02,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0515,28372,10092,945,365,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
112,04-04-2020 01:23:02,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,2 гр,0.0191,10494,3733,350,135,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
113,04-04-2020 01:23:02,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0388,21376,7604,712,275,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
