,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,26-02-2020 23:20:55,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,5,нет,Тбилиси,0.5 гр,0.0099,6486,2439,220,99,,,,,,,,,Cocaine Pure VHQ 0.5g
1,26-02-2020 23:20:55,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",True,1,нет,Тбилиси,0.5 гр,0.011,6486,2439,220,99,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
2,26-02-2020 23:20:55,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,5,нет,Тбилиси,0.8 гр,0.0165,9828,3696,334,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,26-02-2020 23:20:55,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,1,нет,Тбилиси,1 гр,0.0132,7862,2957,267,120,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
4,26-02-2020 23:20:55,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,2,нет,Тбилиси,1 гр,0.0093,5569,2094,189,85,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
5,26-02-2020 23:20:55,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,True,40,нет,Тбилиси,1 гр,0.004,2424,912,82,37,True,,,,,,,,1G -- AK-47 -> Sativa
6,26-02-2020 23:20:55,Tbilisi,SF03,CRAZYFROG,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,5,нет,Тбилиси,1 гр,0.0101,6056,2273,206,,,85,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
7,26-02-2020 23:20:55,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,2,нет,Тбилиси,1 гр,0.0093,5569,2094,189,85,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
8,26-02-2020 23:20:55,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.0189,12448,4682,423,190,,,,,,,,,Cocaine Pure VHQ 1g
9,26-02-2020 23:20:55,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0243,14414,5421,490,220,,,,,,,,,"Cocaine, 1g"
10,26-02-2020 23:20:55,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,1,нет,Тбилиси,1 гр,0.0044,2621,986,89,40,,,,,,,,,"LSD - 250 ug, 1piece"
11,26-02-2020 23:20:55,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.0209,12383,4657,421,189,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
12,26-02-2020 23:20:55,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0189,11793,4435,401,180,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
13,26-02-2020 23:20:55,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0449,29483,11088,1002,450,,,,,,,,,Metadon 1gr
14,26-02-2020 23:20:55,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,1,нет,Тбилиси,1 гр,0.0439,26207,9856,891,400,,,,,,,,,"Metadon, 1gr"
15,26-02-2020 23:20:55,Tbilisi,JVZTQ,partyshop,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0207,12383,4657,421,189,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
