,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Tbilisis Zgva,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
11,15-03-2020 08:25:36,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,1,нет,Тбилиси,1 гр,0.0067,2854,1049,91,39,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
12,15-03-2020 08:25:36,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,4,нет,Тбилиси,1 гр,0.0146,6221,2286,199,85,,,,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
13,15-03-2020 08:25:36,Tbilisi,ABOAB,ProGrow,1G ---> ONLY BUDS,True,15,нет,Тбилиси,1 гр,0.0066,2854,1049,91,39,,,,,,,,,,,,1G ---> ONLY BUDS
14,15-03-2020 08:25:36,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,6,нет,Тбилиси,1 гр,0.0146,6221,2286,199,85,,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
15,15-03-2020 08:25:36,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,14,нет,Тбилиси,1 гр,0.0079,3367,1237,108,46,,,,,,,,,,,,Amsterdam weed sativa 1gr
16,15-03-2020 08:25:36,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,5,нет,Тбилиси,1 гр,0.0257,10978,4034,351,150,,,,,,,,,,,,Apvp VHQ 1g 24/7
17,15-03-2020 08:25:36,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0294,13101,4813,419,179,,,,,,,,,,,,Cocaine Pure VHQ 1g
18,15-03-2020 08:25:36,Tbilisi,V4T,COCAcoLA,MDMA 1gr лучший товар на площадке!,,7,нет,Тбилиси,1 гр,0.0189,8051,2958,257,110,True,,,,,,,,,,,MDMA 1gr luchshij tovar na ploschadke!
19,15-03-2020 08:25:36,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,3,нет,Тбилиси,1 гр,0.0857,40254,14790,1287,550,,,,,,,,,,,,Metadon VHQ 1 24/7
20,15-03-2020 08:25:36,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G,True,3,нет,Тбилиси,1 гр,0.0082,3513,1291,112,48,,,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
21,15-03-2020 08:25:36,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,10,нет,Тбилиси,1 гр,0.0075,3220,1183,103,44,,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
22,15-03-2020 08:25:36,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,3,нет,Тбилиси,1 гр,0.0327,14564,5351,466,199,,,,,,,,,,,,VHQ BEST Cocaine 1g.
23,15-03-2020 08:25:36,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,5,нет,Тбилиси,1 гр,0.0321,13833,5082,442,189,,,,,,,,,,,,Kokain HQ 1g.
24,15-03-2020 08:25:36,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1402,65869,24201,2106,900,,,,,,,,,,,,Metadon 1gr
25,15-03-2020 08:25:36,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,13,нет,Тбилиси,1 гр,0.0031,1464,538,47,20,,True,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
26,15-03-2020 08:25:36,Tbilisi,9VLN,AlienShop,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,True,1,нет,Тбилиси,1 гр,0.0119,5050,1855,161,69,,,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
27,15-03-2020 08:25:36,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1.2 гр,0.0206,8783,3227,281,120,,,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
28,15-03-2020 08:25:36,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,19,нет,Тбилиси,2 гр,0.014,6587,2420,211,90,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
29,15-03-2020 08:25:36,Tbilisi,ABOAB,ProGrow,2G ---> Plan,,1,нет,Тбилиси,2 гр,0.0045,1903,699,61,26,True,,,,,,,,,,,2G ---> Plan
30,15-03-2020 08:25:36,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,4,нет,Тбилиси,2 гр,0.0623,27738,10191,887,379,,,,,,,,,,,,Kokain HQ 2g.
31,15-03-2020 08:25:36,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.046,20465,7488,654,,,,250,,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
32,15-03-2020 08:25:36,Tbilisi,ABOAB,ProGrow,3G ---> Plan,,12,нет,Тбилиси,3 гр,0.0067,2854,1049,91,39,True,,,,,,,,,,,3G ---> Plan
33,15-03-2020 08:25:36,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0182,7685,2823,246,105,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
34,15-03-2020 08:26:20,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,True,4,нет,Тбилиси,4 гр,0.0093,4391,1613,140,60,,,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
35,15-03-2020 08:26:20,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0275,11637,4276,372,159,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
36,15-03-2020 08:26:20,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0509,21956,8067,702,300,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
37,15-03-2020 08:26:20,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0644,28651,10483,915,,,,350,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
38,15-03-2020 08:26:20,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0303,12808,4706,410,175,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
39,15-03-2020 08:26:20,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1349,57599,21162,1842,787,,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
40,15-03-2020 08:26:20,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,,1,нет,Тбилиси,5 гр,0.0362,16101,5916,515,220,,,,,True,,,,,,,Hybrid Gagarin. 5g.
41,15-03-2020 08:26:20,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0265,12442,4571,398,170,,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
42,15-03-2020 08:26:20,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,1,нет,Тбилиси,5 гр,0.0275,11637,4276,372,159,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
43,15-03-2020 08:26:20,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.1338,62869,23099,2010,859,,,,,,,,,,,,VHQ BEST Cocaine 5g.
44,15-03-2020 08:26:20,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.0101,4757,1748,152,65,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
45,15-03-2020 08:26:20,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0753,32496,11939,1039,444,,,,True,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
46,15-03-2020 08:26:20,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0626,26714,9815,854,365,,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
47,15-03-2020 08:26:20,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0154,7246,2662,232,99,,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
48,15-03-2020 08:26:20,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0658,29275,10756,936,400,,,,,,,,,,,,gashish evro 10g
49,15-03-2020 08:26:20,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.1453,62064,22803,1984,848,,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
50,15-03-2020 08:26:20,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,10,5,Тбилиси,0.27 гр,0.0467,19761,7260,632,270,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
51,15-03-2020 08:26:20,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,1,Тбилиси,0.75 гр,0.0634,27080,9949,866,370,,,,,,,,,,,,Methadone HQ in city 0.75g
52,15-03-2020 08:26:20,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,3,Тбилиси,1.1 гр,0.1212,51232,18823,1638,700,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
53,15-03-2020 08:26:20,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.12,51232,18823,1638,700,,,,,,,,,,,,Methadone HQ in city 1.4g
54,15-03-2020 08:26:20,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.1021,43181,15865,1381,590,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
55,15-03-2020 08:26:20,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0686,29275,10756,936,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
56,15-03-2020 08:26:20,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0943,40254,14790,1287,550,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
57,15-03-2020 08:26:20,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0267,11417,4195,365,156,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
58,15-03-2020 08:26:20,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0341,14564,5351,466,199,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
59,15-03-2020 08:26:20,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0274,11710,4302,374,160,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
60,15-03-2020 08:26:20,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0341,14564,5351,466,199,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
61,15-03-2020 08:26:20,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0341,14564,5351,466,199,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
62,15-03-2020 08:26:20,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0249,10612,3899,339,145,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,15-03-2020 08:26:20,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0341,16028,5889,513,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,15-03-2020 08:26:20,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0519,21956,8067,702,300,,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
65,15-03-2020 08:26:20,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,9,Тбилиси,5 гр,0.0257,10978,4034,351,150,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
66,15-03-2020 08:26:20,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0312,14638,5378,468,200,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
67,15-03-2020 08:27:18,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.4045,190000,87429,6072,,,,,,,,,,,,,reagent 25i nbome. 5gr
68,15-03-2020 08:27:18,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4674,219565,80670,7021,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
69,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1487,62869,23099,2010,859,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
70,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.032,13540,4975,433,185,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
71,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0847,35789,13149,1144,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
72,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.057,24079,8847,770,329,,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
73,15-03-2020 08:27:18,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1543,65869,24201,2106,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
74,15-03-2020 08:27:18,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.12,51232,18823,1638,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
75,15-03-2020 08:27:18,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0684,29202,10729,934,399,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
76,15-03-2020 08:27:18,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0606,25616,9412,819,350,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
77,15-03-2020 08:27:18,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1371,58551,21512,1872,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
78,15-03-2020 08:27:18,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3814,162844,59830,5207,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
79,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2508,106050,38964,3391,1449,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
80,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0639,27006,9922,864,369,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
81,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0518,21883,8040,700,299,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
82,15-03-2020 08:27:18,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.1037,43840,16107,1402,599,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
83,15-03-2020 08:27:18,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.187,87826,32268,2808,1200,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
84,15-03-2020 08:27:18,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3428,146376,53780,4680,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
85,15-03-2020 08:27:18,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3462,146376,53780,4680,2000,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
86,15-03-2020 08:27:18,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.4285,182971,67225,5851,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
87,15-03-2020 08:27:18,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2597,109782,40335,3510,1500,,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
88,15-03-2020 08:27:18,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7884,336666,123694,10765,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
89,15-03-2020 08:27:18,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.2855,548912,201675,17552,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
90,15-03-2020 08:27:18,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.4568,622100,228565,19892,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
91,15-03-2020 08:27:18,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0312,14638,5378,468,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
92,15-03-2020 08:27:18,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0234,10978,4034,351,150,,,,,,,,,,,,Rabota na marki (kur'er)
93,15-03-2020 08:27:18,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0343,14638,5378,468,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
94,15-03-2020 08:27:18,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0428,18297,6723,585,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
95,15-03-2020 08:27:18,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.5943,1097823,403350,35103,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
96,15-03-2020 08:28:54,Batumi,XHR,420Factory,Power Africa 1g,,1,нет,Батуми,1 гр,0.0078,3659,1345,117,50,,,,,,,,,True,,,Power Africa 1g
97,15-03-2020 08:28:54,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.257,109782,40335,3510,1500,,,,,,,,,True,,,Skunk! 50 gr.
98,15-03-2020 08:28:54,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0311,14638,5378,468,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
99,15-03-2020 08:28:55,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.346,146376,53780,4680,2000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
100,15-03-2020 08:28:55,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2595,109782,40335,3510,1500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
101,15-03-2020 08:28:55,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0156,7319,2689,234,100,,,,,,,,,True,,,kur'er v Batumi
102,15-03-2020 08:28:55,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0389,18297,6723,585,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
103,15-03-2020 08:28:55,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0234,10978,4034,351,150,,,,,,,,,True,,,Rabota na marki (kur'er)
104,15-03-2020 08:28:55,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0389,18297,6723,585,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
