,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Дигоми,€,Old Tbilisi (Старый город),Авлобари,Didube,Varketili,Vake,Центр,Батуми,desc_en
14,01-08-2020 19:07:52,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,,1,нет,Тбилиси,1 гр,0.005,4332,1644,144,59,True,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
15,01-08-2020 19:07:52,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,3,нет,Тбилиси,1 гр,0.0047,4038,1532,134,55,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
16,01-08-2020 19:07:52,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",,2,нет,Тбилиси,1 гр,0.0051,4406,1672,146,60,True,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
17,01-08-2020 19:07:52,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,11,нет,Тбилиси,1 гр,0.0042,3598,1365,119,49,,,,,,,,,,,,1gr HYBRID o.g
18,01-08-2020 19:07:52,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,4,нет,Тбилиси,1 гр,0.0042,3598,1365,119,49,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
19,01-08-2020 19:07:52,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,15,нет,Тбилиси,1 гр,0.0039,3378,1282,112,46,,,,,,,,,,,,Amsterdam weed sativa 1gr
20,01-08-2020 19:07:52,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,20,нет,Тбилиси,1 гр,0.0034,3000,1380,99,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
21,01-08-2020 19:07:52,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 1 гр",,1,нет,Тбилиси,1 гр,0.0043,4038,1532,134,55,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 1 gr"
22,01-08-2020 19:07:52,Tbilisi,7IU5,ANASHA777,Hybrid Ana-sha 1G.,True,4,нет,Тбилиси,1 гр,0.0032,3010,1142,100,41,,,,,,,,,,,,Hybrid Ana-sha 1G.
23,01-08-2020 19:07:52,Tbilisi,5LZ,ExtraShop,Hybrid Bomba 1 г. TOP BUDS,True,1,нет,Тбилиси,1 гр,0.0043,4038,1532,134,55,,,,,,,,,,,,Hybrid Bomba 1 g. TOP BUDS
24,01-08-2020 19:07:52,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0049,4259,1616,141,58,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
25,01-08-2020 19:07:52,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,2,нет,Тбилиси,1 гр,0.0043,3671,1393,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
26,01-08-2020 19:07:52,Tbilisi,I7IU,MrPickless,АКЦИЯ! 1g hindu kish best buds BTC 5% sale,True,2,нет,Тбилиси,1 гр,0.0037,3304,1254,110,45,,,,,,,,,,,,AKTsIJa! 1g hindu kish best buds BTC 5% sale
27,01-08-2020 19:07:52,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,3,нет,Тбилиси,2 гр,0.0102,8811,3343,293,120,,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
28,01-08-2020 19:07:52,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,2,нет,Тбилиси,2 гр,0.0102,8811,3343,293,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
29,01-08-2020 19:07:52,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,True,1,нет,Тбилиси,2 гр,0.0102,8811,3343,293,120,,,,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
30,01-08-2020 19:07:52,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0075,6462,2452,215,88,,,,,,,,,,,,2gr HYBRID buds
31,01-08-2020 19:07:52,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0102,8811,3343,293,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
32,01-08-2020 19:07:52,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 2 гр",True,1,нет,Тбилиси,2 гр,0.0085,8077,3065,268,110,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 2 gr"
33,01-08-2020 19:07:52,Tbilisi,LGRP8,Walker12,!!! NEW !!! 3G Jack Herer(VHQ 24%THC) Special Offer !! Special Prices for Our Costumers BTC Sale 11 % !!!,,1,нет,Тбилиси,3 гр,0.0107,10280,3900,341,140,True,,,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC) Special Offer !! Special Prices for Our Costumers BTC Sale 11 % !!!
34,01-08-2020 19:07:52,Tbilisi,LD5U,Marshydroo,3 gram + skunk auto шишки,True,1,нет,Тбилиси,3 гр,0.011,9913,3761,329,135,,,,,,,,,,,,3 gram + skunk auto shishki
35,01-08-2020 19:07:52,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,1,нет,Тбилиси,3 гр,0.007,6608,2507,219,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
36,01-08-2020 19:08:51,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,1,нет,Тбилиси,3 гр,0.007,6608,2507,219,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
37,01-08-2020 19:08:51,Tbilisi,2LY77,SveetWeed,15 + GRAMM NEW BEASTWEED,True,2,нет,Тбилиси,15 гр,0.0162,15346,5823,509,209,,,,,,,,,,,,15 + GRAMM NEW BEASTWEED
38,01-08-2020 19:08:51,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 0.25 гр,True,нет,38,Тбилиси,0.25 гр,0.0137,11784,4456,391,,,,,135,,,,,,,,Gerojn (sirets) 0.25 gr
39,01-08-2020 19:08:51,Tbilisi,6P9R,RickNMorty,VHQ Methadon 1G max 12 Hours for adrss,True,нет,1,Тбилиси,1 гр,0.0852,73426,27860,2438,1000,,,,,,,,,,,,VHQ Methadon 1G max 12 Hours for adrss
40,01-08-2020 19:08:51,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,3,Тбилиси,1 гр,0.0317,27060,10233,899,,,,,310,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
41,01-08-2020 19:08:51,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,11,Тбилиси,3 гр,0.0102,8811,3343,293,120,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
42,01-08-2020 19:08:51,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0213,18357,6965,609,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
43,01-08-2020 19:08:51,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.023,19825,7522,658,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
44,01-08-2020 19:08:51,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0234,20192,7662,670,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
45,01-08-2020 19:08:51,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0204,17622,6686,585,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
46,01-08-2020 19:08:51,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0238,20559,7801,683,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
47,01-08-2020 19:08:51,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.023,19825,7522,658,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
48,01-08-2020 19:08:51,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.017,16080,6101,534,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
49,01-08-2020 19:08:51,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0186,17622,6686,585,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
50,01-08-2020 19:08:51,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,нет,1,Тбилиси,5 гр,0.0186,17622,6686,585,240,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
51,01-08-2020 19:08:51,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 5G,True,нет,3,Тбилиси,5 гр,0.02,17255,6547,573,235,,,,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 5G
52,01-08-2020 19:08:51,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.023,19825,7522,658,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,01-08-2020 19:08:51,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2004,190000,87429,6300,,,,,,,,,,,,,reagent 25i nbome. 5gr
54,01-08-2020 19:08:51,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2323,220278,83580,7313,3000,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
55,01-08-2020 19:08:51,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0468,40384,15323,1341,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
56,01-08-2020 19:08:51,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0596,51398,19502,1706,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,01-08-2020 19:08:51,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0358,30839,11701,1024,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,01-08-2020 19:08:51,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0681,58741,22288,1950,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,01-08-2020 19:08:51,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,5,Тбилиси,10 гр,0.0358,30839,11701,1024,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
60,01-08-2020 19:08:51,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1895,163373,61989,5423,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
61,01-08-2020 19:08:51,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.045,38407,14524,1276,,,,,440,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
62,01-08-2020 19:08:51,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0398,34043,12874,1131,,,,,390,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
63,01-08-2020 19:08:51,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0503,47727,18109,1584,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
64,01-08-2020 19:08:51,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2044,176223,66864,5850,2400,,,,,,,,,,,,100 gr marijuana buds
65,01-08-2020 19:08:51,Tbilisi,OX85,amnesia420,"Weed cooking butter 100gr, Hight THC",True,нет,2,Тбилиси,100 гр,0.0084,7269,2758,241,99,,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
66,01-08-2020 19:08:51,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2129,183565,69650,6094,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,01-08-2020 19:08:51,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5025,433214,164374,14381,5900,,,,,,,,,,,,180 gr marihuana persoalno
68,01-08-2020 19:08:51,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,5,Тбилиси,250 гр,0.0209,18000,8283,597,,,,,,,,True,,,,,GABAGAMA 250 shtuk
69,01-08-2020 19:08:51,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,3,Тбилиси,500 гр,0.0852,73426,27860,2438,1000,True,,,,,True,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
70,01-08-2020 19:10:15,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0154,14685,5572,488,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
71,01-08-2020 19:10:15,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0212,18357,6965,609,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
72,01-08-2020 19:10:15,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0212,18357,6965,609,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,01-08-2020 19:10:15,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0463,44056,16716,1463,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
74,01-08-2020 19:10:15,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.017,14685,5572,488,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,01-08-2020 19:10:15,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0212,18357,6965,609,250,,,,,,,,,,,,Rabota na marki (kur'er)
76,01-08-2020 19:10:15,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0425,36713,13930,1219,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
77,01-08-2020 19:10:15,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0425,36713,13930,1219,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
78,01-08-2020 19:10:15,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2852,1101392,417900,36563,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
79,01-08-2020 19:10:15,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0425,36713,13930,1219,500,,,,,True,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
80,01-08-2020 19:12:50,Batumi,6KB,Marioshop,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️",,7,нет,Батуми,0.4 гр,0.0233,19989,7559,664,,,,,229,,,,,,True,,"🧞‍♂️💎🔋Baby Blue Crystal, Best Methamphetamine Ever, 0.4g🔋💎🧞‍♂️"
81,01-08-2020 19:12:50,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️,,11,нет,Батуми,0.5 гр,0.0036,3055,1155,101,,,,,35,,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️
82,01-08-2020 19:12:50,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,6,нет,Батуми,2 гр,0.0028,2423,919,80,33,,,,,,,,,,,True,Melkie shishki (Indica) 2g
83,01-08-2020 19:12:50,Batumi,XUYA,MRweed,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,3,нет,Батуми,5 гр,0.0216,20559,7801,683,280,,,,,,,,,,,True,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
84,01-08-2020 19:12:50,Batumi,Z9UT,Rainbow,Super Critical 10G,,1,нет,Батуми,10 гр,0.0382,33042,12537,1097,450,,,,,,,,,,True,,Super Critical 10G
85,01-08-2020 19:12:50,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.0448,38407,14524,1276,,,,,440,,,,,,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
86,01-08-2020 19:12:50,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,нет,4,Батуми,0.3 гр,0.0257,22028,8358,731,300,,,,,,,,,,,True,METADON - 0.30 - SALE
87,01-08-2020 19:12:50,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0316,27060,10233,899,,,,,310,,,,,,,True,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
88,01-08-2020 19:12:50,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0397,34043,12874,1131,,,,,390,,,,,,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
89,01-08-2020 19:12:50,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0077,7343,2786,244,100,,,,,,,,,,,True,kur'er v Batumi
90,01-08-2020 19:12:50,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0193,18357,6965,609,250,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
91,01-08-2020 19:12:50,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0193,18357,6965,609,250,,,,,,,,,,,True,Ischu kur'era v Gruzii!
92,01-08-2020 19:12:50,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.017,14685,5572,488,200,,,,,,,,,,,True,Kur'er Batumi na marihuanu
93,01-08-2020 19:12:50,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2844,1101392,417900,36563,15000,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
94,01-08-2020 19:12:50,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0424,36713,13930,1219,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
