,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Nadzaladevi,Saburtalo,Zahesi,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
36,27-06-2020 18:59:44,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0768,51155,19906,1764,,True,740,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
37,27-06-2020 18:59:44,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,6,Тбилиси,4 гр,0.0411,27651,10760,954,,True,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
38,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),,нет,9,Тбилиси,4 гр,0.0123,8295,3228,286,,True,120,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
39,27-06-2020 18:59:44,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0257,17282,6725,596,,True,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
40,27-06-2020 18:59:44,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0565,38021,14795,1311,,True,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
41,27-06-2020 18:59:44,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0277,18665,7263,644,,True,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
42,27-06-2020 18:59:44,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0288,19356,7532,668,,True,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
43,27-06-2020 18:59:44,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0282,19010,7398,656,,True,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
44,27-06-2020 18:59:44,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0247,16591,6456,572,,True,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
45,27-06-2020 18:59:44,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0288,19356,7532,668,,True,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
46,27-06-2020 18:59:44,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0277,18665,7263,644,,True,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
47,27-06-2020 18:59:44,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0205,15139,5891,522,,True,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
48,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,9,Тбилиси,5 гр,0.018,12097,4708,417,,True,175,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
49,27-06-2020 18:59:44,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0277,18665,7263,644,,True,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
50,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Тбилиси,5 гр,0.1541,103693,40350,3576,,True,1500,,,,,,,,,,Gerojn (sirets) 5 gr
51,27-06-2020 18:59:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2567,190000,87429,6552,,True,,,,,,,,,,,reagent 25i nbome. 5gr
52,27-06-2020 18:59:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2801,207385,80700,7152,,,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
53,27-06-2020 18:59:44,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,7,Тбилиси,5 гр,0.1286,85719,33356,2956,,True,1240,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
54,27-06-2020 18:59:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0924,62216,24210,2146,,True,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
55,27-06-2020 18:59:44,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0565,38021,14795,1311,,True,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
56,27-06-2020 18:59:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0719,48390,18830,1669,,True,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
57,27-06-2020 18:59:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0431,29034,11298,1001,,True,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
58,27-06-2020 18:59:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0822,55303,21520,1907,,True,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
59,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,10,Тбилиси,10 гр,0.0339,22812,8877,787,,True,330,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
60,27-06-2020 18:59:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2286,153811,59853,5304,,True,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
61,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,,нет,7,Тбилиси,10 гр,0.0103,6913,2690,238,,True,100,,,,,,,,,,Marki n-boom 10 sht.
62,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Тбилиси,10 гр,0.226,152082,59180,5245,,True,2200,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
63,27-06-2020 18:59:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2573,171438,66712,5912,,True,2480,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
64,27-06-2020 18:59:44,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0453,30241,11759,1043,390,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
65,27-06-2020 18:59:44,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2465,165908,64560,5721,,True,2400,,,,,,,,,,100 gr marijuana buds
66,27-06-2020 18:59:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2054,138257,53800,4768,,True,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
67,27-06-2020 18:59:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2568,172821,67250,5960,,True,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,27-06-2020 18:59:44,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6061,407858,158710,14065,,True,5900,,,,,,,,,,180 gr marihuana persoalno
69,27-06-2020 18:59:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4725,317991,123740,10966,,True,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
70,27-06-2020 19:01:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2058,138257,53800,4768,,True,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
71,27-06-2020 19:01:15,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2572,172821,67250,5960,,True,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,27-06-2020 19:01:15,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.607,407858,158710,14065,,True,5900,,,,,,,,,,180 gr marihuana persoalno
73,27-06-2020 19:01:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4732,317991,123740,10966,,True,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
74,27-06-2020 19:01:15,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7716,518463,201750,17879,,True,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
75,27-06-2020 19:01:15,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8745,587591,228650,20263,,True,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
76,27-06-2020 19:01:15,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0187,13826,5380,477,,True,200,,,,,,,,,,KURYER..500RUB.+BONUS
77,27-06-2020 19:01:15,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0206,13826,5380,477,,True,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
78,27-06-2020 19:01:15,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0257,17282,6725,596,,True,250,,,,,,,,,,Rabota na marki (kur'er)
79,27-06-2020 19:01:15,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5572,1036926,403500,35759,,True,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
80,27-06-2020 19:03:26,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,7,10,Батуми,0.25 гр,0.0259,17282,6725,596,,,250,,,,,,,,True,,METADON - 0.25 - SALE
81,27-06-2020 19:03:26,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1541,103693,40350,3576,,,1500,,,,,,,,True,,Gerojn (sirets) 5 gr
82,27-06-2020 19:03:26,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.226,152082,59180,5245,,,2200,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
83,27-06-2020 19:03:26,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1679,112990,51992,3897,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
84,27-06-2020 19:03:26,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2658,178900,82321,6170,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
85,27-06-2020 19:03:26,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6913,2690,238,,,100,,,,,,,,True,,kur'er v Batumi
86,27-06-2020 19:03:26,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0233,17282,6725,596,,,250,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
87,27-06-2020 19:03:26,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0233,17282,6725,596,,,250,,,,,,,,True,,Ischu kur'era v Gruzii!
88,27-06-2020 19:03:26,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0205,13826,5380,477,,,200,,,,,,,,True,,Kur'er Batumi na marihuanu
89,27-06-2020 19:03:26,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5548,1036926,403500,35759,,,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
90,27-06-2020 19:03:26,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0514,34564,13450,1192,,,500,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
