,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Nadzaladevi,Saburtalo,Zahesi,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
0,27-06-2020 18:58:41,Tbilisi,EIH4,San4oPan4o,!!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!!,True,2,нет,Тбилиси,0.25 гр,0.01,6824,2653,235,88,,,,,,,,,,,,!!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!!
1,27-06-2020 18:58:41,Tbilisi,PTO3,MeDuZa777,"Black Gerain, Sirec VHQ 0.4g",,1,нет,Тбилиси,0.4 гр,0.0123,8295,3228,286,,True,120,,,,,,,,,,"Black Gerain, Sirec VHQ 0.4g"
2,27-06-2020 18:58:41,Tbilisi,LYHBG,Playboy,0.5G --... BoLiVian Coke ...-- 0.5G,,1,нет,Тбилиси,0.5 гр,0.0165,10991,4277,379,,True,159,,,,,,,,,,0.5G --... BoLiVian Coke ...-- 0.5G
3,27-06-2020 18:58:41,Tbilisi,PTO3,MeDuZa777,"Black Geroin, Sirec 0.5g",,5,нет,Тбилиси,0.5 гр,0.0154,10369,4035,358,,True,150,,,,,,,,,,"Black Geroin, Sirec 0.5g"
4,27-06-2020 18:58:41,Tbilisi,6P9R,RickNMorty,RickNMorty's Hybrid's Buds ONLY high THc 0.5,,11,нет,Тбилиси,0.5 гр,0.0031,2074,807,72,,True,30,True,True,,,,,,,,RickNMorty's Hybrid's Buds ONLY high THc 0.5
5,27-06-2020 18:58:41,Tbilisi,UZRVH,ZEBRAWEED,КЕТАМИН WHQ 0.5g,,1,нет,Тбилиси,0.5 гр,0.013,9609,3739,331,,True,139,,,,,,,,,,KETAMIN WHQ 0.5g
6,27-06-2020 18:58:41,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,,1,нет,Тбилиси,1 гр,0.0061,4079,1587,141,,True,59,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
7,27-06-2020 18:58:41,Tbilisi,ABOAB,ProGrow,1G ---> Big Devil (BTC - Sale),,22,нет,Тбилиси,1 гр,0.0055,3664,1426,126,,,53,,,True,,,,,,,1G ---> Big Devil (BTC - Sale)
8,27-06-2020 18:58:41,Tbilisi,ABOAB,ProGrow,1G ---> Pineapple (BTC - Sale),,14,нет,Тбилиси,1 гр,0.0051,3456,1345,119,,True,50,,,,,,,,,,1G ---> Pineapple (BTC - Sale)
9,27-06-2020 18:58:41,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",,5,нет,Тбилиси,1 гр,0.0062,4148,1614,143,,,60,True,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
10,27-06-2020 18:58:41,Tbilisi,BB6E,WEEDSH0P,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,,5,нет,Тбилиси,1 гр,0.0062,4148,1614,143,,True,60,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
11,27-06-2020 18:58:41,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,,3,нет,Тбилиси,1 гр,0.0308,20669,8043,713,,True,299,,,,,,,,,,Cocaine Pure VHQ 1g
12,27-06-2020 18:58:41,Tbilisi,6P9R,RickNMorty,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 1G On Iron Magnet,,4,нет,Тбилиси,1 гр,0.0314,21084,8205,727,,True,305,,True,,,,,,,,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 1G On Iron Magnet
13,27-06-2020 18:58:41,Tbilisi,GYO,Hakeem,White Russian - сорт чемпион ! Накуривает мощно.На магните.Вес всегда больше 1 грамма.,,1,нет,Тбилиси,1 гр,0.0051,3802,1480,131,,True,55,,,,,,,,,,White Russian - sort chempion ! Nakurivaet moschno.Na magnite.Ves vsegda bol'she 1 gramma.
14,27-06-2020 18:58:41,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,,2,нет,Тбилиси,2 гр,0.0112,7535,2932,260,,True,109,,,,,,,,,,2 G Hybrid Marijuana Buds
15,27-06-2020 18:58:41,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,,2,нет,Тбилиси,2 гр,0.0113,7604,2959,262,,,110,True,,,True,,,,,,2 gr top buds white widow wishki THC 25% VHQ
16,27-06-2020 18:58:41,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,,3,нет,Тбилиси,2 гр,0.0617,41477,16140,1430,,True,600,,,,,,,,,,VHQ BEST Cocaine 2g.
17,27-06-2020 18:58:41,Tbilisi,9Y6T,WeedShop,листя+бошки в трихомах 2г,,2,нет,Тбилиси,2 гр,0.0037,2765,1076,95,,True,40,,,,,,,,,,listja+boshki v trihomah 2g
18,27-06-2020 18:58:41,Tbilisi,1MZLP,WeedbooM,🍁 2gr Hybrid Weed Indica Buds VHQ ❤,,1,нет,Тбилиси,2 гр,0.0087,5876,2287,203,,,85,,,True,,,,,,,🍁 2gr Hybrid Weed Indica Buds VHQ ❤
19,27-06-2020 18:58:41,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,,23,нет,Тбилиси,3 гр,0.009,6014,2340,207,,True,87,,,,,True,,,,,3 gr georgian weed. Package on magnet
20,27-06-2020 18:58:41,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0224,16591,6456,572,,True,240,,,,,,,,,,5g. marihuana shishki Critical
21,27-06-2020 18:58:41,Tbilisi,5LZ,ExtraShop,5г. GEO Марихуана бошки,,9,нет,Тбилиси,5 гр,0.0139,10300,4008,355,,True,149,,,,,,,,,,5g. GEO Marihuana boshki
22,27-06-2020 18:58:41,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,,2,нет,Тбилиси,5 гр,0.1542,103623,40323,3573,,True,1499,,,,,,,,,,VHQ BEST Cocaine 5g.
23,27-06-2020 18:58:41,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,,1,10,Тбилиси,5 гр,0.0067,4493,1749,155,,True,65,,,True,,,,,,,marki n-boom 5sht.
24,27-06-2020 18:58:41,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,,9,нет,Тбилиси,10 гр,0.0246,16522,6429,570,,True,239,,,,,,,,,,10 gr georgian weed. Package on magnet
25,27-06-2020 18:58:41,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,20,нет,Тбилиси,10 гр,0.0134,8918,3470,308,,True,129,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
26,27-06-2020 18:58:41,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,,4,нет,Тбилиси,10 гр,0.0014,968,377,33,,True,14,,,,,,,,,,GABAGAMA 10 shtuk
27,27-06-2020 18:58:41,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,3,нет,Тбилиси,10 гр,0.0449,31108,12105,1073,,True,450,,,,,,,,,,Gashish Evro 10gr
28,27-06-2020 18:58:41,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0468,34564,13450,1192,,True,500,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
29,27-06-2020 18:58:41,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр,,8,нет,Тбилиси,15 гр,0.0093,6222,2421,215,,True,90,,,,,,,,,,Silver haze leaves list'ja 15gr
30,27-06-2020 18:58:41,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.0767,53713,20901,1852,,True,777,,,,,,,,,,Gashish Evro 20gr
31,27-06-2020 18:58:41,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2076,138257,53800,4768,,True,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
32,27-06-2020 18:58:41,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" VHQ (1 штука)",,нет,6,Тбилиси,1 гр,0.0046,3111,1211,107,,True,45,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
33,27-06-2020 18:58:41,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",,нет,9,Тбилиси,2 гр,0.0093,6222,2421,215,,True,90,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
34,27-06-2020 18:58:41,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0087,5816,2261,201,75,True,,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
35,27-06-2020 18:59:44,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",,нет,8,Тбилиси,3 гр,0.0123,8295,3228,286,,True,120,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
