,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Vake,Saburtalo,Didube,Gldani,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,24-03-2020 16:59:34,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,8,нет,Тбилиси,2 гр,0.0045,2839,1015,95,36,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
11,24-03-2020 16:59:34,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0505,29884,10688,1000,379,,,,,,,,,,,Kokain HQ 2g.
12,24-03-2020 16:59:34,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0147,8279,2961,277,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
13,24-03-2020 16:59:34,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,True,3,нет,Тбилиси,3 гр,0.0061,3785,1354,127,48,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
14,24-03-2020 16:59:34,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0404,25232,9024,845,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
15,24-03-2020 16:59:34,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,1,нет,Тбилиси,5 гр,0.0412,23655,8460,792,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
16,24-03-2020 16:59:34,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0419,24773,8874,821,,290,,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
17,24-03-2020 16:59:34,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0245,13799,4935,462,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
18,24-03-2020 16:59:34,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0082,5125,1833,172,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
19,24-03-2020 16:59:34,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,2,нет,Тбилиси,10 гр,0.0554,31461,11252,1053,399,,,True,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
20,24-03-2020 16:59:34,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0507,28780,10293,963,365,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
21,24-03-2020 16:59:34,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0371,21053,7529,705,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
22,24-03-2020 16:59:34,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0125,7806,2792,261,99,,,,,True,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
23,24-03-2020 16:59:34,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0533,31540,11280,1056,400,,,,,,,,,,,gashish evro 10g
24,24-03-2020 16:59:34,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2524,157699,56400,5279,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
25,24-03-2020 16:59:34,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - 0.27 G - (SALE),True,23,5,Тбилиси,0.27 гр,0.0318,17899,6401,599,227,,,,,,,,,,,Metadon - 0.27 G - (SALE)
26,24-03-2020 16:59:34,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0421,23655,8460,792,300,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
27,24-03-2020 16:59:34,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.0982,55195,19740,1848,700,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
28,24-03-2020 16:59:34,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.028,15770,5640,528,200,,,,,,,,,,,✨✨2gram. MDMA✨✨
29,24-03-2020 16:59:34,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0517,29095,10406,974,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
30,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0827,46521,16638,1557,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0264,16480,5894,552,209,,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
32,24-03-2020 17:00:36,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0555,31540,11280,1056,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,24-03-2020 17:00:36,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
34,24-03-2020 17:00:36,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0764,43367,15510,1452,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
35,24-03-2020 17:00:36,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
36,24-03-2020 17:00:36,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
37,24-03-2020 17:00:36,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
38,24-03-2020 17:00:36,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,24-03-2020 17:00:36,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
40,24-03-2020 17:00:36,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,24-03-2020 17:00:36,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0276,17268,6176,578,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,24-03-2020 17:00:36,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0421,23655,8460,792,300,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
43,24-03-2020 17:00:36,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0276,15691,5612,525,199,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
44,24-03-2020 17:00:36,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0252,15770,5640,528,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
45,24-03-2020 17:00:36,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3041,190000,87429,6213,,,,,,,,,,,,reagent 25i nbome. 5gr
46,24-03-2020 17:00:36,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3786,236548,84600,7919,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1218,68520,24506,2294,869,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
48,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,6,Тбилиси,5 гр,0.0266,14981,5358,502,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
49,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0686,38557,13790,1291,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
50,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0475,26730,9560,895,339,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
51,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0265,14903,5330,499,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
52,24-03-2020 17:00:36,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1249,70964,25380,2376,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
53,24-03-2020 17:00:36,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0972,55195,19740,1848,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,24-03-2020 17:00:36,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0444,25232,9024,845,320,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,24-03-2020 17:00:36,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0491,27597,9870,924,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
56,24-03-2020 17:00:36,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1111,63079,22560,2112,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
57,24-03-2020 17:00:36,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3089,175440,62745,5873,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
58,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2032,114253,40862,3825,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0517,29095,10406,974,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0419,23576,8432,789,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
61,24-03-2020 17:00:36,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.084,47231,16892,1581,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,24-03-2020 17:00:36,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1514,94619,33840,3168,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
63,24-03-2020 17:00:36,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2777,157699,56400,5279,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,24-03-2020 17:00:36,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2804,157699,56400,5279,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
65,24-03-2020 17:01:32,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2804,157699,56400,5279,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
66,24-03-2020 17:01:32,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3471,197123,70500,6599,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,24-03-2020 17:01:32,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2103,118274,42300,3959,1500,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
68,24-03-2020 17:01:32,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6386,362707,129720,12142,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
69,24-03-2020 17:01:32,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0412,591370,211500,19797,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
70,24-03-2020 17:01:32,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.18,670219,239700,22437,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
71,24-03-2020 17:01:32,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0252,15770,5640,528,200,,,,,,,,,,,KURYER..500RUB.+BONUS
72,24-03-2020 17:01:32,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0252,15770,5640,528,200,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
73,24-03-2020 17:01:32,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0189,11827,4230,396,150,,,,,,,,,,,Rabota na marki (kur'er)
74,24-03-2020 17:01:32,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0278,15770,5640,528,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,24-03-2020 17:01:32,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0347,19712,7050,660,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,24-03-2020 17:01:32,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1013,1182740,423000,39594,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
77,24-03-2020 17:02:36,Batumi,V4T,COCAcoLA,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,10,нет,Батуми,0.25 гр,0.0276,15691,5612,525,199,,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
78,24-03-2020 17:02:36,Batumi,V4T,COCAcoLA,METHADONE 0.25 THE BEST QUALITY VHQ,,8,нет,Батуми,0.25 гр,0.0278,15770,5640,528,200,,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
79,24-03-2020 17:02:36,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0379,23655,8460,792,300,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
80,24-03-2020 17:02:36,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,15,нет,Батуми,1 гр,0.024,14981,5358,502,190,,,,,,,,,True,,NZT-52 limited 1 g muka
81,24-03-2020 17:02:36,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,7,нет,Батуми,2 гр,0.0429,26809,9588,897,340,,,,,,,,,True,,NZT-52 limited 2g muka
82,24-03-2020 17:02:36,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,1,нет,Батуми,2 гр,0.0139,7885,2820,264,100,,,,,,,,True,,,Super Critical HIGHEST QUALITY 2G
83,24-03-2020 17:02:36,Batumi,XHR,420Factory,Power Africa 2.5 g,,1,нет,Батуми,2.5 гр,0.0133,8279,2961,277,105,,,,,,,,,True,,Power Africa 2.5 g
84,24-03-2020 17:02:36,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3054,173468,62040,5807,2200,,,,,,,,,True,,[100g] SPAIN HASH
85,24-03-2020 17:02:36,Batumi,XH0NP,XX-PABLO-XX,Метадон - BATUMI - 0.30 G,,3,2,Батуми,0.3 гр,0.0323,18135,6486,607,230,,,,,,,,True,,,Metadon - BATUMI - 0.30 G
86,24-03-2020 17:02:36,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0252,15770,5640,528,200,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
87,24-03-2020 17:02:36,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2804,157699,56400,5279,2000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
88,24-03-2020 17:02:36,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2103,118274,42300,3959,1500,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
89,24-03-2020 17:02:36,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,7885,2820,264,100,,,,,,,,,True,,kur'er v Batumi
90,24-03-2020 17:02:36,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0316,19712,7050,660,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
91,24-03-2020 17:02:36,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0189,11827,4230,396,150,,,,,,,,,True,,Rabota na marki (kur'er)
92,24-03-2020 17:02:36,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0316,19712,7050,660,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
93,24-03-2020 17:02:36,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1013,1182740,423000,39594,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
94,24-03-2020 17:02:36,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0694,39425,14100,1320,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
95,24-03-2020 17:05:06,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.0267,15376,5499,515,195,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
96,24-03-2020 17:05:06,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0212,12222,4371,409,155,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
97,24-03-2020 17:05:06,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.0514,29568,10575,990,375,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
98,24-03-2020 17:05:06,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0199,11433,4089,383,145,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
99,24-03-2020 17:05:06,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0404,23261,8319,779,295,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
100,24-03-2020 17:05:06,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0189,11827,4230,396,150,,,,,,,,,,True,Rabota na marki (kur'er)
